ID	Name	GPR	Subsystem	Reaction	Reaction_eq	Lb	Ub	Metabolites	Coefficient	Source
Lung_MAR06289		ENSG00000100075	Transport reactions	Lung_MAM01306m + Lung_MAM02039c + Lung_MAM02183c => Lung_MAM01306c + Lung_MAM02039m + Lung_MAM02183m	AKG + H+ + isocitrate => AKG + H+ + isocitrate	0	1000	['Lung_MAM01306c', 'Lung_MAM01306m', 'Lung_MAM02039c', 'Lung_MAM02039m', 'Lung_MAM02183c', 'Lung_MAM02183m']	[1.0, -1.0, -1.0, 1.0, -1.0, 1.0]	Transport reactions
Lung_MAR06386		ENSG00000281500	Transport reactions	Lung_MAM01968c + Lung_MAM02751r => Lung_MAM01968r + Lung_MAM02751c	glucose-6-phosphate + Pi => glucose-6-phosphate + Pi	0	1000	['Lung_MAM01968c', 'Lung_MAM01968r', 'Lung_MAM02751c', 'Lung_MAM02751r']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Lung_MAR06505			Transport reactions	Lung_MAM02842c <=> Lung_MAM02842e	riboflavin <=> riboflavin	-1000	1000	['Lung_MAM02842c', 'Lung_MAM02842e']	[-1.0, 1.0]	Transport reactions
Lung_MAR07799		ENSG00000033627 or ENSG00000047249 or ENSG00000071553 or ENSG00000105929 or ENSG00000110719 or ENSG00000117410 or ENSG00000147614 or ENSG00000159720 or ENSG00000185344 or ENSG00000185883	Transport reactions	Lung_MAM01371c + 3.0 Lung_MAM02039c + Lung_MAM02040c => Lung_MAM01285c + 4.0 Lung_MAM02039l + Lung_MAM02751c	ATP + 3.0 H+ + H2O => ADP + 4.0 H+ + Pi	0	1000	['Lung_MAM01285c', 'Lung_MAM01371c', 'Lung_MAM02039c', 'Lung_MAM02039l', 'Lung_MAM02040c', 'Lung_MAM02751c']	[1.0, -1.0, -3.0, 4.0, -1.0, 1.0]	Transport reactions
Lung_MAR07811	Aspartate Intake by System Asct-1 Transporter	ENSG00000115902	Transport reactions	Lung_MAM01370e + Lung_MAM02519e + Lung_MAM02770c => Lung_MAM01370c + Lung_MAM02519c + Lung_MAM02770e	aspartate + Na+ + proline => aspartate + Na+ + proline	0	1000	['Lung_MAM01370c', 'Lung_MAM01370e', 'Lung_MAM02519c', 'Lung_MAM02519e', 'Lung_MAM02770c', 'Lung_MAM02770e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Lung_MAR07819	Transport of Q10		Transport reactions	Lung_MAM03103e <=> Lung_MAM03103c	ubiquinone <=> ubiquinone	-1000	1000	['Lung_MAM03103c', 'Lung_MAM03103e']	[1.0, -1.0]	Transport reactions
Lung_MAR08972	Glutamate Intake by System Asct-1 Transporter	ENSG00000115902	Transport reactions	Lung_MAM01974e + Lung_MAM02519e + Lung_MAM02770c => Lung_MAM01974c + Lung_MAM02519c + Lung_MAM02770e	glutamate + Na+ + proline => glutamate + Na+ + proline	0	1000	['Lung_MAM01974c', 'Lung_MAM01974e', 'Lung_MAM02519c', 'Lung_MAM02519e', 'Lung_MAM02770c', 'Lung_MAM02770e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Lung_MAR08976	K Transport		Transport reactions	Lung_MAM02039c + Lung_MAM02200e <=> Lung_MAM02039e + Lung_MAM02200c	H+ + K+ <=> H+ + K+	-1000	1000	['Lung_MAM02039c', 'Lung_MAM02039e', 'Lung_MAM02200c', 'Lung_MAM02200e']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Lung_MAR08977	Lactate Transport		Transport reactions	Lung_MAM02403x => Lung_MAM02403c	L-lactate => L-lactate	0	1000	['Lung_MAM02403c', 'Lung_MAM02403x']	[1.0, -1.0]	Transport reactions
Lung_MAR08999	Transport of 3- (4-Hydroxyphenyl)Pyruvate		Transport reactions	Lung_MAM01005e <=> Lung_MAM01005c	4-hydroxyphenylpyruvate <=> 4-hydroxyphenylpyruvate	-1000	1000	['Lung_MAM01005c', 'Lung_MAM01005e']	[1.0, -1.0]	Transport reactions
Lung_MAR09274	Transport of L-Kynurenine	ENSG00000149150 or ENSG00000167703	Transport reactions	Lung_MAM02319e <=> Lung_MAM02319c	kynurenine <=> kynurenine	-1000	1000	['Lung_MAM02319c', 'Lung_MAM02319e']	[1.0, -1.0]	Transport reactions
Lung_MAR09723	Transport of 3-Hydroxyanthranilate		Transport reactions	Lung_MAM00775e <=> Lung_MAM00775c	3-hydroxyanthranilate <=> 3-hydroxyanthranilate	-1000	1000	['Lung_MAM00775c', 'Lung_MAM00775e']	[1.0, -1.0]	Transport reactions
Lung_MAR09821	Transport of Carnosine		Transport reactions	Lung_MAM01423e <=> Lung_MAM01423c	carnosine <=> carnosine	-1000	1000	['Lung_MAM01423c', 'Lung_MAM01423e']	[1.0, -1.0]	Transport reactions
Lung_MAR09826	Transport of Dimethylglycine		Transport reactions	Lung_MAM01708e <=> Lung_MAM01708c	dimethylglycine <=> dimethylglycine	-1000	1000	['Lung_MAM01708c', 'Lung_MAM01708e']	[1.0, -1.0]	Transport reactions
Lung_MAR09830	Transport of D-Glucuronate		Transport reactions	Lung_MAM01973e <=> Lung_MAM01973c	glucuronate <=> glucuronate	-1000	1000	['Lung_MAM01973c', 'Lung_MAM01973e']	[1.0, -1.0]	Transport reactions
Lung_MAR09928	Transport of Cis-Aconitate, Extracellular		Transport reactions	Lung_MAM01580c + 3.0 Lung_MAM02519c <=> Lung_MAM01580e + 3.0 Lung_MAM02519e	cis-aconitate + 3.0 Na+ <=> cis-aconitate + 3.0 Na+	-1000	1000	['Lung_MAM01580c', 'Lung_MAM02519c', 'Lung_MAM02519e', 'Lung_MAM01580e']	[-1.0, -3.0, 3.0, 1.0]	Transport reactions
Lung_MAR10003	Transport of Allantoin		Transport reactions	Lung_MAM01313c <=> Lung_MAM01313e	allantoin <=> allantoin	-1000	1000	['Lung_MAM01313c', 'Lung_MAM01313e']	[-1.0, 1.0]	Transport reactions
Lung_MAR10015	Transport of Deoxycholate, Antiport with Bicarbonate		Transport reactions	Lung_MAM00745c + Lung_MAM02046e <=> Lung_MAM00745e + Lung_MAM02046c	3alpha,12alpha-dihydroxy-5beta-cholanate + HCO3- <=> 3alpha,12alpha-dihydroxy-5beta-cholanate + HCO3-	-1000	1000	['Lung_MAM00745c', 'Lung_MAM02046c', 'Lung_MAM02046e', 'Lung_MAM00745e']	[-1.0, 1.0, -1.0, 1.0]	Transport reactions
Lung_MAR10370	Transport of Homogentisate		Transport reactions	Lung_MAM02135c <=> Lung_MAM02135e	homogentisate <=> homogentisate	-1000	1000	['Lung_MAM02135c', 'Lung_MAM02135e']	[-1.0, 1.0]	Transport reactions
Lung_MAR10371	Transport of Homocarnosine		Transport reactions	Lung_MAM01413c + Lung_MAM02039e + Lung_MAM02132c <=> Lung_MAM01413e + Lung_MAM02039c + Lung_MAM02132e	Ca2+ + H+ + homocarnosine <=> Ca2+ + H+ + homocarnosine	-1000	1000	['Lung_MAM01413c', 'Lung_MAM01413e', 'Lung_MAM02039c', 'Lung_MAM02039e', 'Lung_MAM02132c', 'Lung_MAM02132e']	[-1.0, 1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Lung_MAR10399	Transport of Sebacic Acid by Diffusion		Transport reactions	Lung_MAM03923c <=> Lung_MAM03923e	Sebacicacid <=> Sebacicacid	-1000	1000	['Lung_MAM03923c', 'Lung_MAM03923e']	[-1.0, 1.0]	Transport reactions
Muscle_MAR00182			Transport reactions	Muscle_MAM01650c <=> Muscle_MAM01650m	decanoyl-CoA <=> decanoyl-CoA	-1000	1000	['Muscle_MAM01650c', 'Muscle_MAM01650m']	[-1.0, 1.0]	Transport reactions
Muscle_MAR01377	Glucose Transport via Membrane Vesicle		Transport reactions	Muscle_MAM01965r => Muscle_MAM01965e	glucose => glucose	0	1000	['Muscle_MAM01965r', 'Muscle_MAM01965e']	[-1.0, 1.0]	Transport reactions
Muscle_MAR01447	Hydroxymethylglutaryl Coenzyme A Reversible Peroxisomal Transport		Transport reactions	Muscle_MAM02131c <=> Muscle_MAM02131x	HMG-CoA <=> HMG-CoA	-1000	1000	['Muscle_MAM02131c', 'Muscle_MAM02131x']	[-1.0, 1.0]	Transport reactions
Muscle_MAR01461	H Transporter, Endoplasmic Reticulum		Transport reactions	Muscle_MAM02039c <=> Muscle_MAM02039r	H+ <=> H+	-1000	1000	['Muscle_MAM02039c', 'Muscle_MAM02039r']	[-1.0, 1.0]	Transport reactions
Muscle_MAR01572			Transport reactions	Muscle_MAM02131c <=> Muscle_MAM02131m	HMG-CoA <=> HMG-CoA	-1000	1000	['Muscle_MAM02131c', 'Muscle_MAM02131m']	[-1.0, 1.0]	Transport reactions
Muscle_MAR01621	Phosphate Transport, Endoplasmic Reticulum	ENSG00000281500	Transport reactions	Muscle_MAM02751r <=> Muscle_MAM02751c	Pi <=> Pi	-1000	1000	['Muscle_MAM02751c', 'Muscle_MAM02751r']	[1.0, -1.0]	Transport reactions
Muscle_MAR02429	Utilized Transport		Transport reactions	Muscle_MAM02348r + Muscle_MAM02674c <=> Muscle_MAM02348c + Muscle_MAM02674r	L-carnitine + palmitate <=> L-carnitine + palmitate	-1000	1000	['Muscle_MAM02348c', 'Muscle_MAM02348r', 'Muscle_MAM02674c', 'Muscle_MAM02674r']	[1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR02431	Utilized Transport		Transport reactions	Muscle_MAM02348r + Muscle_MAM02646c <=> Muscle_MAM02348c + Muscle_MAM02646r	L-carnitine + oleate <=> L-carnitine + oleate	-1000	1000	['Muscle_MAM02348c', 'Muscle_MAM02348r', 'Muscle_MAM02646c', 'Muscle_MAM02646r']	[1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR02471	Utilized Transport		Transport reactions	Muscle_MAM02348r + Muscle_MAM02387c <=> Muscle_MAM02348c + Muscle_MAM02387r	L-carnitine + linoleate <=> L-carnitine + linoleate	-1000	1000	['Muscle_MAM02348c', 'Muscle_MAM02348r', 'Muscle_MAM02387c', 'Muscle_MAM02387r']	[1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR03106			Transport reactions	Muscle_MAM01261c <=> Muscle_MAM01261x	acetyl-CoA <=> acetyl-CoA	-1000	1000	['Muscle_MAM01261c', 'Muscle_MAM01261x']	[-1.0, 1.0]	Transport reactions
Muscle_MAR03947			Transport reactions	Muscle_MAM02041c <=> Muscle_MAM02041x	H2O2 <=> H2O2	-1000	1000	['Muscle_MAM02041c', 'Muscle_MAM02041x']	[-1.0, 1.0]	Transport reactions
Muscle_MAR04237		ENSG00000183032	Transport reactions	Muscle_MAM00670c + Muscle_MAM01306m <=> Muscle_MAM00670m + Muscle_MAM01306c	2-oxoadipate + AKG <=> 2-oxoadipate + AKG	-1000	1000	['Muscle_MAM00670c', 'Muscle_MAM00670m', 'Muscle_MAM01306c', 'Muscle_MAM01306m']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR04468			Transport reactions	Muscle_MAM02896c <=> Muscle_MAM02896x	serine <=> serine	-1000	1000	['Muscle_MAM02896c', 'Muscle_MAM02896x']	[-1.0, 1.0]	Transport reactions
Muscle_MAR04790			Transport reactions	Muscle_MAM01307c <=> Muscle_MAM01307x	alanine <=> alanine	-1000	1000	['Muscle_MAM01307c', 'Muscle_MAM01307x']	[-1.0, 1.0]	Transport reactions
Muscle_MAR04844		ENSG00000169710	Transport reactions	Muscle_MAM01280c + Muscle_MAM02170e <=> Muscle_MAM01280e + Muscle_MAM02170c	adenosine + inosine <=> adenosine + inosine	-1000	1000	['Muscle_MAM01280c', 'Muscle_MAM01280e', 'Muscle_MAM02170c', 'Muscle_MAM02170e']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR04856	alpha-D-Glucose 6-phosphate ketol-isomerase	ENSG00000281500	Transport reactions	Muscle_MAM01968c <=> Muscle_MAM01968r	glucose-6-phosphate <=> glucose-6-phosphate	-1000	1000	['Muscle_MAM01968c', 'Muscle_MAM01968r']	[-1.0, 1.0]	Transport reactions
Muscle_MAR04861		ENSG00000151229	Transport reactions	Muscle_MAM02171c <=> Muscle_MAM02171e	inositol <=> inositol	-1000	1000	['Muscle_MAM02171c', 'Muscle_MAM02171e']	[-1.0, 1.0]	Transport reactions
Muscle_MAR04905			Transport reactions	Muscle_MAM01371c + Muscle_MAM02751m => Muscle_MAM01371m + Muscle_MAM02751c	ATP + Pi => ATP + Pi	0	1000	['Muscle_MAM01371c', 'Muscle_MAM01371m', 'Muscle_MAM02751c', 'Muscle_MAM02751m']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR04919			Transport reactions	Muscle_MAM01596c <=> Muscle_MAM01596e	CO2 <=> CO2	-1000	1000	['Muscle_MAM01596c', 'Muscle_MAM01596e']	[-1.0, 1.0]	Transport reactions
Muscle_MAR04922			Transport reactions	Muscle_MAM01596c <=> Muscle_MAM01596m	CO2 <=> CO2	-1000	1000	['Muscle_MAM01596c', 'Muscle_MAM01596m']	[-1.0, 1.0]	Transport reactions
Muscle_MAR04924			Transport reactions	Muscle_MAM01596c <=> Muscle_MAM01596x	CO2 <=> CO2	-1000	1000	['Muscle_MAM01596c', 'Muscle_MAM01596x']	[-1.0, 1.0]	Transport reactions
Muscle_MAR05045			Transport reactions	Muscle_MAM01450l <=> Muscle_MAM01450r	cholesterol <=> cholesterol	-1000	1000	['Muscle_MAM01450l', 'Muscle_MAM01450r']	[-1.0, 1.0]	Transport reactions
Muscle_MAR05344			Transport reactions	Muscle_MAM02039c + Muscle_MAM02751c <=> Muscle_MAM02039x + Muscle_MAM02751x	H+ + Pi <=> H+ + Pi	-1000	1000	['Muscle_MAM02039c', 'Muscle_MAM02039x', 'Muscle_MAM02751c', 'Muscle_MAM02751x']	[-1.0, 1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05467		ENSG00000103257	Transport reactions	Muscle_MAM01986c + Muscle_MAM02770e <=> Muscle_MAM01986e + Muscle_MAM02770c	glycine + proline <=> glycine + proline	-1000	1000	['Muscle_MAM01986c', 'Muscle_MAM01986e', 'Muscle_MAM02770c', 'Muscle_MAM02770e']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05468		ENSG00000103257	Transport reactions	Muscle_MAM01369c + Muscle_MAM01986e <=> Muscle_MAM01369e + Muscle_MAM01986c	asparagine + glycine <=> asparagine + glycine	-1000	1000	['Muscle_MAM01369c', 'Muscle_MAM01369e', 'Muscle_MAM01986c', 'Muscle_MAM01986e']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05565		ENSG00000103257	Transport reactions	Muscle_MAM02770c + Muscle_MAM02993e <=> Muscle_MAM02770e + Muscle_MAM02993c	proline + threonine <=> proline + threonine	-1000	1000	['Muscle_MAM02770c', 'Muscle_MAM02770e', 'Muscle_MAM02993c', 'Muscle_MAM02993e']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05597		ENSG00000103064 or ENSG00000103257	Transport reactions	Muscle_MAM01369c + Muscle_MAM01986e + Muscle_MAM02519e => Muscle_MAM01369e + Muscle_MAM01986c + Muscle_MAM02519c	asparagine + glycine + Na+ => asparagine + glycine + Na+	0	1000	['Muscle_MAM01369c', 'Muscle_MAM01369e', 'Muscle_MAM01986c', 'Muscle_MAM01986e', 'Muscle_MAM02519c', 'Muscle_MAM02519e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05599		ENSG00000103064 or ENSG00000103257	Transport reactions	Muscle_MAM01986e + Muscle_MAM02519e + Muscle_MAM02993c => Muscle_MAM01986c + Muscle_MAM02519c + Muscle_MAM02993e	glycine + Na+ + threonine => glycine + Na+ + threonine	0	1000	['Muscle_MAM01986c', 'Muscle_MAM01986e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02993c', 'Muscle_MAM02993e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05613		ENSG00000103064 or ENSG00000103257	Transport reactions	Muscle_MAM01307e + Muscle_MAM02519e + Muscle_MAM03135c => Muscle_MAM01307c + Muscle_MAM02519c + Muscle_MAM03135e	alanine + Na+ + valine => alanine + Na+ + valine	0	1000	['Muscle_MAM01307c', 'Muscle_MAM01307e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03135c', 'Muscle_MAM03135e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05677		ENSG00000103064	Transport reactions	Muscle_MAM01986c + Muscle_MAM02519e + Muscle_MAM02724e => Muscle_MAM01986e + Muscle_MAM02519c + Muscle_MAM02724c	glycine + Na+ + phenylalanine => glycine + Na+ + phenylalanine	0	1000	['Muscle_MAM01986c', 'Muscle_MAM01986e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05680		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM02724e + Muscle_MAM02896c => Muscle_MAM02519c + Muscle_MAM02724c + Muscle_MAM02896e	Na+ + phenylalanine + serine => Na+ + phenylalanine + serine	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e', 'Muscle_MAM02896c', 'Muscle_MAM02896e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05681		ENSG00000103064	Transport reactions	Muscle_MAM02471c + Muscle_MAM02519e + Muscle_MAM02724e => Muscle_MAM02471e + Muscle_MAM02519c + Muscle_MAM02724c	methionine + Na+ + phenylalanine => methionine + Na+ + phenylalanine	0	1000	['Muscle_MAM02471c', 'Muscle_MAM02471e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05684		ENSG00000103064	Transport reactions	Muscle_MAM01628c + Muscle_MAM02519e + Muscle_MAM02724e => Muscle_MAM01628e + Muscle_MAM02519c + Muscle_MAM02724c	cysteine + Na+ + phenylalanine => cysteine + Na+ + phenylalanine	0	1000	['Muscle_MAM01628c', 'Muscle_MAM01628e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05686		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM02724e + Muscle_MAM02770c => Muscle_MAM02519c + Muscle_MAM02724c + Muscle_MAM02770e	Na+ + phenylalanine + proline => Na+ + phenylalanine + proline	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e', 'Muscle_MAM02770c', 'Muscle_MAM02770e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05688		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM02724e + Muscle_MAM03135c => Muscle_MAM02519c + Muscle_MAM02724c + Muscle_MAM03135e	Na+ + phenylalanine + valine => Na+ + phenylalanine + valine	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e', 'Muscle_MAM03135c', 'Muscle_MAM03135e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05689		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM02724e + Muscle_MAM02993c => Muscle_MAM02519c + Muscle_MAM02724c + Muscle_MAM02993e	Na+ + phenylalanine + threonine => Na+ + phenylalanine + threonine	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e', 'Muscle_MAM02993c', 'Muscle_MAM02993e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05692		ENSG00000103064	Transport reactions	Muscle_MAM01986c + Muscle_MAM02519e + Muscle_MAM03101e => Muscle_MAM01986e + Muscle_MAM02519c + Muscle_MAM03101c	glycine + Na+ + tyrosine => glycine + Na+ + tyrosine	0	1000	['Muscle_MAM01986c', 'Muscle_MAM01986e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05693		ENSG00000103064	Transport reactions	Muscle_MAM01307c + Muscle_MAM02519e + Muscle_MAM03101e => Muscle_MAM01307e + Muscle_MAM02519c + Muscle_MAM03101c	alanine + Na+ + tyrosine => alanine + Na+ + tyrosine	0	1000	['Muscle_MAM01307c', 'Muscle_MAM01307e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05696		ENSG00000103064	Transport reactions	Muscle_MAM02471c + Muscle_MAM02519e + Muscle_MAM03101e => Muscle_MAM02471e + Muscle_MAM02519c + Muscle_MAM03101c	methionine + Na+ + tyrosine => methionine + Na+ + tyrosine	0	1000	['Muscle_MAM02471c', 'Muscle_MAM02471e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05697		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM03089c + Muscle_MAM03101e => Muscle_MAM02519c + Muscle_MAM03089e + Muscle_MAM03101c	Na+ + tryptophan + tyrosine => Na+ + tryptophan + tyrosine	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03089c', 'Muscle_MAM03089e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05698		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM02724c + Muscle_MAM03101e => Muscle_MAM02519c + Muscle_MAM02724e + Muscle_MAM03101c	Na+ + phenylalanine + tyrosine => Na+ + phenylalanine + tyrosine	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05700		ENSG00000103064	Transport reactions	Muscle_MAM02360c + Muscle_MAM02519e + Muscle_MAM03101e => Muscle_MAM02360e + Muscle_MAM02519c + Muscle_MAM03101c	leucine + Na+ + tyrosine => leucine + Na+ + tyrosine	0	1000	['Muscle_MAM02360c', 'Muscle_MAM02360e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05701		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM02770c + Muscle_MAM03101e => Muscle_MAM02519c + Muscle_MAM02770e + Muscle_MAM03101c	Na+ + proline + tyrosine => Na+ + proline + tyrosine	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02770c', 'Muscle_MAM02770e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05703		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM03101e + Muscle_MAM03135c => Muscle_MAM02519c + Muscle_MAM03101c + Muscle_MAM03135e	Na+ + tyrosine + valine => Na+ + tyrosine + valine	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03101c', 'Muscle_MAM03101e', 'Muscle_MAM03135c', 'Muscle_MAM03135e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05704		ENSG00000103064	Transport reactions	Muscle_MAM02519e + Muscle_MAM02993c + Muscle_MAM03101e => Muscle_MAM02519c + Muscle_MAM02993e + Muscle_MAM03101c	Na+ + threonine + tyrosine => Na+ + threonine + tyrosine	0	1000	['Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02993c', 'Muscle_MAM02993e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05713		ENSG00000103064	Transport reactions	Muscle_MAM01628e + Muscle_MAM02519e + Muscle_MAM02724c => Muscle_MAM01628c + Muscle_MAM02519c + Muscle_MAM02724e	cysteine + Na+ + phenylalanine => cysteine + Na+ + phenylalanine	0	1000	['Muscle_MAM01628c', 'Muscle_MAM01628e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02724c', 'Muscle_MAM02724e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05714		ENSG00000103064	Transport reactions	Muscle_MAM01628e + Muscle_MAM02519e + Muscle_MAM03101c => Muscle_MAM01628c + Muscle_MAM02519c + Muscle_MAM03101e	cysteine + Na+ + tyrosine => cysteine + Na+ + tyrosine	0	1000	['Muscle_MAM01628c', 'Muscle_MAM01628e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05718		ENSG00000103064	Transport reactions	Muscle_MAM01628e + Muscle_MAM02519e + Muscle_MAM03135c => Muscle_MAM01628c + Muscle_MAM02519c + Muscle_MAM03135e	cysteine + Na+ + valine => cysteine + Na+ + valine	0	1000	['Muscle_MAM01628c', 'Muscle_MAM01628e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03135c', 'Muscle_MAM03135e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05723		ENSG00000103064	Transport reactions	Muscle_MAM01307c + Muscle_MAM02360e + Muscle_MAM02519e => Muscle_MAM01307e + Muscle_MAM02360c + Muscle_MAM02519c	alanine + leucine + Na+ => alanine + leucine + Na+	0	1000	['Muscle_MAM01307c', 'Muscle_MAM01307e', 'Muscle_MAM02360c', 'Muscle_MAM02360e', 'Muscle_MAM02519c', 'Muscle_MAM02519e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Muscle_MAR05725		ENSG00000103064	Transport reactions	Muscle_MAM02360e + Muscle_MAM02519e + Muscle_MAM02896c => Muscle_MAM02360c + Muscle_MAM02519c + Muscle_MAM02896e	leucine + Na+ + serine => leucine + Na+ + serine	0	1000	['Muscle_MAM02360c', 'Muscle_MAM02360e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM02896c', 'Muscle_MAM02896e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Muscle_MAR05729		ENSG00000103064	Transport reactions	Muscle_MAM02360e + Muscle_MAM02519e + Muscle_MAM03101c => Muscle_MAM02360c + Muscle_MAM02519c + Muscle_MAM03101e	leucine + Na+ + tyrosine => leucine + Na+ + tyrosine	0	1000	['Muscle_MAM02360c', 'Muscle_MAM02360e', 'Muscle_MAM02519c', 'Muscle_MAM02519e', 'Muscle_MAM03101c', 'Muscle_MAM03101e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
