Met_id	Met_name	Met_compartment	Met_charge	Met_formula
Lung_MAM02391x	Lung_linoleoyl-CoA	x	-4.0	C39H62N7O17P3S
Lung_MAM02388r	Lung_linoleic-carnitine	r	0.0	C25H45NO4
Lung_MAM00134m	Lung_(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	m	-4.0	C45H68N7O17P3S
Lung_MAM00678m	Lung_2-trans-4-cis-decadienoyl-CoA	m	-4.0	C31H46N7O17P3S
Lung_MAM00698c	Lung_3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA	c	-4.0	C43H68N7O18P3S
Lung_MAM03015r	Lung_trans,cis-2,15-tetracosadienoyl-CoA	r	-4.0	C45H74N7O17P3S
Lung_MAM03288x	Lung_5,8,11-Tetradecatrienoyl Coenzyme A	x	-4.0	C35H52N7O17P3S
Lung_MAM03230c	Lung_(S)-3-Hydroxyoctadecanoyl Coenzyme A	c	-4.0	C39H66N7O18P3S
Lung_MAM02122m	Lung_hexanoyl-CoA	m	-4.0	C27H42N7O17P3S
Lung_MAM00859c	Lung_3-oxo-dihomo-gamma-linolenoyl-CoA	c	-4.0	C41H62N7O18P3S
Lung_MAM01797c	Lung_ethanolamine	c	1.0	C2H8NO
Lung_MAM01120x	Lung_5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	x	-4.0	C41H62N7O19P3S
Lung_MAM01975m	Lung_glutamine	m	0.0	C5H10N2O3
Lung_MAM02109c	Lung_hexacosanoylcarnitine	c	0.0	C33H65NO4
Lung_MAM03553m	Lung_2,6-Dimethylheptanoyl Coenzyme A	m	-4.0	C30H48N7O17P3S
Lung_MAM02555r	Lung_NADPH	r	-4.0	C21H26N7O17P3
Lung_MAM00074r	Lung_(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA	r	-4.0	C43H64N7O17P3S
Lung_MAM03490c	Lung_Dodecanedioyl Carnitine	c	-1.0	C19H34NO6
Lung_MAM01597e	Lung_CoA	e	-4.0	C21H32N7O16P3S
Lung_MAM02677m	Lung_palmitoleoyl-CoA	m	-4.0	C37H60N7O17P3S
Lung_MAM00835m	Lung_3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	m	-1.0	C18H27O4
Lung_MAM01430g	Lung_ceramide pool	g	0.0	C18H36NO2RCO
Lung_MAM01364m	Lung_arachidonyl-CoA	m	-4.0	C41H62N7O17P3S
Lung_MAM00758m	Lung_3alpha,7alpha-dihydroxy-5beta-cholestanate	m	-1.0	C27H45O4
Lung_MAM00740m	Lung_3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	m	-4.0	C41H60N7O20P3S
Lung_MAM03557x	Lung_2,4,7,10,13,16-Docosahexenoyl Coenzyme A	x	-4.0	C43H62N7O17P3S
Lung_MAM00083x	Lung_(3S)-3-hydroxylinoleoyl-CoA	x	-4.0	C39H62N7O18P3S
Lung_MAM02938c	Lung_stearate	c	-1.0	C18H35O2
Lung_MAM00167r	Lung_(R)-mevalonate	r	-1.0	C6H11O4
Lung_MAM00124m	Lung_(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine	m	0.0	C27H45NO4
Lung_MAM02554c	Lung_NADP+	c	-3.0	C21H25N7O17P3
Lung_MAM03004r	Lung_trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA	r	-4.0	C43H66N7O17P3S
Lung_MAM01189r	Lung_7-dehydrodesmosterol	r	0.0	C27H42O
Lung_MAM01512g	Lung_cholesterol-sulfate	g	-1.0	C27H45O4S
Lung_MAM03498c	Lung_Hexanoyl Carnitine	c	0.0	C13H25NO4
Lung_MAM02819x	Lung_pyruvate	x	-1.0	C3H3O3
Lung_MAM03978x	Lung_5,8-Tetradecadienoyl Coenzyme A	x	-4.0	C35H54N7O17P3S
Lung_MAM00837m	Lung_3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	m	-1.0	C18H27O4
Lung_MAM02444c	Lung_malonyl-CoA	c	-5.0	C24H33N7O19P3S
Lung_MAM03029r	Lung_trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA	r	-4.0	C41H62N7O17P3S
Lung_MAM02746x	Lung_(3R)-phytanic acid	x	-1.0	C20H39O2
Lung_MAM01093m	Lung_5beta-cholestane-3alpha,7alpha,26-triol	m	0.0	C27H48O3
Lung_MAM00131r	Lung_(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	r	-4.0	C45H70N7O17P3S
Lung_MAM02738g	Lung_phosphocholine	g	-1.0	C5H13NO4P
Lung_MAM01975c	Lung_glutamine	c	0.0	C5H10N2O3
Lung_MAM02808c	Lung_PS-LD pool	c	-1.0	C8H11NO10PR2
Lung_MAM00844m	Lung_3-oxo-4(R),8-dimethyl-nonanoyl-CoA	m	-4.0	C32H50N7O18P3S
Lung_MAM01130c	Lung_5-phosphoribosyl-4-carboxy-5-aminoimidazole	c	-3.0	C9H11N3O9P
Lung_MAM00740x	Lung_3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	x	-4.0	C41H60N7O20P3S
Lung_MAM02040c	Lung_H2O	c	0.0	H2O
Lung_MAM00119c	Lung_(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	c	-4.0	C43H66N7O17P3S
Lung_MAM03034x	Lung_trans-3-cis-8,11,14-eicosatetraenoyl-CoA	x	-4.0	C41H62N7O17P3S
Lung_MAM02941m	Lung_stearoyl-CoA	m	-4.0	C39H66N7O17P3S
Lung_MAM01772m	Lung_eicosanoylcarnitine	m	0.0	C27H53NO4
Lung_MAM02604c	Lung_N-methylserotonin	c	1.0	C11H15N2O
Lung_MAM03050m	Lung_tridecanoyl-CoA	m	-4.0	C34H56N7O17P3S
Lung_MAM00057m	Lung_(2E)-octadecenoyl-CoA	m	-4.0	C39H64N7O17P3S
Lung_MAM03009x	Lung_trans,cis,cis-2,7,10-hexadecatrienoyl-CoA	x	-4.0	C37H56N7O17P3S
Lung_MAM02041m	Lung_H2O2	m	0.0	H2O2
Lung_MAM03539m	Lung_5-Dodecenoyl Coenzyme A	m	-4.0	C33H52N7O17P3S
Lung_MAM00105m	Lung_(6Z,9Z)-octadecadienoylcarnitine	m	0.0	C25H45NO4
Lung_MAM01430c	Lung_ceramide pool	c	0.0	C18H36NO2RCO
Lung_MAM02871c	Lung_SAH	c	0.0	C14H20N6O5S
Lung_MAM00102c	Lung_(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine	c	0.0	C27H43NO4
Lung_MAM00126m	Lung_(9E)-octadecenoylcarnitine	m	0.0	C25H47NO4
Lung_MAM03216c	Lung_3-Hydroxyhexadecenoyl Coenzyme A	c	-4.0	C37H60N7O18P3S
Lung_MAM03268c	Lung_3-Hydroxy Trans5,8Tetradecadienoyl Carnitine	c	0.0	C21H37NO5
Lung_MAM02657m	Lung_O-propanoylcarnitine	m	0.0	C10H19NO4
Lung_MAM02553r	Lung_NADH	r	-2.0	C21H27N7O14P2
Lung_MAM02678c	Lung_palmitoyl-CoA	c	-4.0	C37H62N7O17P3S
Lung_MAM02644x	Lung_octanoyl-CoA	x	-4.0	C29H46N7O17P3S
Lung_MAM00177c	Lung_(S)-3-hydroxypalmitoleoyl-CoA	c	-4.0	C37H60N7O18P3S
Lung_MAM00689m	Lung_3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA	m	-4.0	C41H62N7O20P3S
Lung_MAM00936m	Lung_4(S)-hydroxy-dodec-(6Z)-enoate	m	-1.0	C12H21O3
Lung_MAM00043c	Lung_(2E)-eicosenoyl-CoA	c	-4.0	C41H68N7O17P3S
Lung_MAM01122x	Lung_5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	x	-4.0	C41H62N7O19P3S
Lung_MAM01426c	Lung_CDP-diacylglycerol-CL pool	c	-2.0	C14H17N3O15P2R2
Lung_MAM00306c	Lung_12(R)-HPETE	c	-1.0	C20H31O4
Lung_MAM01580m	Lung_cis-aconitate	m	-3.0	C6H3O6
Lung_MAM00093x	Lung_(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA	x	-4.0	C43H64N7O17P3S
Lung_MAM03273x	Lung_4,7,10,13-Hexadecatetraenoyl Coenzyme A	x	-4.0	C37H54N7O17P3S
Lung_MAM02109m	Lung_hexacosanoylcarnitine	m	0.0	C33H65NO4
Lung_MAM01725c	Lung_docosanoyl-CoA	c	-4.0	C43H74N7O17P3S
Lung_MAM01675n	Lung_desmosterol	n	0.0	C27H44O
Lung_MAM02750c	Lung_PI pool	c	-1.0	C11H16O13PR2
Lung_MAM03491c	Lung_Dodecanedioyl Coenzyme A	c	-5.0	C33H51N7O19P3S
Lung_MAM00088m	Lung_(3Z)-dodecenoyl-CoA	m	-4.0	C33H52N7O17P3S
Lung_MAM02940m	Lung_stearoylcarnitine	m	0.0	C25H49NO4
Lung_MAM03501c	Lung_Octenoyl Carnitine	c	0.0	C15H27NO4
Lung_MAM01148m	Lung_6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate	m	-1.0	C14H23O3
Lung_MAM03567x	Lung_11-Eicosenoyl Coenzyme A	x	-4.0	C41H68N7O17P3S
Lung_MAM00130c	Lung_(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine	c	0.0	C31H53NO4
Lung_MAM00793r	Lung_3-hydroxyoctadecanoyl-CoA	r	-4.0	C39H66N7O18P3S
Lung_MAM02630e	Lung_O2	e	0.0	O2
Lung_MAM01772c	Lung_eicosanoylcarnitine	c	0.0	C27H53NO4
Lung_MAM01576m	Lung_cis,cis-myristo-5,8-dienoyl-CoA	m	-4.0	C35H54N7O17P3S
Lung_MAM00688x	Lung_3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA	x	-4.0	C39H60N7O19P3S
Lung_MAM01291x	Lung_adrenic acid	x	-1.0	C22H35O2
Lung_MAM00108r	Lung_(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA	r	-4.0	C39H58N7O17P3S
Lung_MAM00053m	Lung_(2E)-hexenoyl-CoA	m	-4.0	C27H40N7O17P3S
Lung_MAM03251c	Lung_3-Hydroxyoctadecanoyl Carnitine	c	0.0	C25H49NO5
Lung_MAM03793m	Lung_Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)	m	0.0	C25H47NO4
Lung_MAM01589c	Lung_CL pool	c	-2.0	C13H16O17P2R4
Lung_MAM00848m	Lung_3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate	m	-1.0	C14H23O4
Lung_MAM00042c	Lung_(2E)-dodecenoyl-CoA	c	-4.0	C33H52N7O17P3S
Lung_MAM02039r	Lung_H+	r	1.0	H
Lung_MAM03023x	Lung_trans,cis-myristo-2,7-dienoyl-CoA	x	-4.0	C35H54N7O17P3S
Lung_MAM01285c	Lung_ADP	c	-3.0	C10H12N5O10P2
Lung_MAM03250c	Lung_3-Hydroxyoctadecadienoylcarnitine	c	0.0	C25H45NO5
Lung_MAM01690x	Lung_DHAP	x	-2.0	C3H5O6P
Lung_MAM02759r	Lung_PPi	r	-3.0	HO7P2
Lung_MAM02388x	Lung_linoleic-carnitine	x	0.0	C25H45NO4
Lung_MAM02647m	Lung_oleoyl-CoA	m	-4.0	C39H64N7O17P3S
Lung_MAM03350m	Lung_(3S)-3-Hydroxy-Cis-8-Tetradecenoyl Coenzyme A	m	-4.0	C35H56N7O18P3S
Lung_MAM02941n	Lung_stearoyl-CoA	n	-4.0	C39H66N7O17P3S
Lung_MAM01590c	Lung_CMP	c	-2.0	C9H12N3O8P
Lung_MAM00066m	Lung_(2E)-tetradecenoyl-CoA	m	-4.0	C35H56N7O17P3S
Lung_MAM01419c	Lung_cAMP	c	-1.0	C10H11N5O6P
Lung_MAM03326m	Lung_3-Oxolaur-Cis-5-Enoyl Coenzyme A	m	-4.0	C33H50N7O18P3S
Lung_MAM00563c	Lung_2(S),6-dimethyl-heptanoyl-CoA	c	-4.0	C30H48N7O17P3S
Lung_MAM01307c	Lung_alanine	c	0.0	C3H7NO2
Lung_MAM00175x	Lung_(S)-3-hydroxyhexadecanoyl-CoA	x	-4.0	C37H62N7O18P3S
Lung_MAM02647r	Lung_oleoyl-CoA	r	-4.0	C39H64N7O17P3S
Lung_MAM03351m	Lung_3-Oxo-Cis-8-Tetradecenoyl Coenzyme A	m	-4.0	C35H54N7O18P3S
Lung_MAM03242m	Lung_3-Hydroxyisovaleryl Coenzyme A	m	-4.0	C26H40N7O18P3S
Lung_MAM01545l	Lung_chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2	l	-6.0	C37H53NO44S4
Lung_MAM03974c	Lung_Tetradecadienoyl Coenzyme A	c	-4.0	C35H54N7O17P3S
Lung_MAM00856c	Lung_3-oxo-cis-15-tetracosaenoyl-CoA	c	-4.0	C45H74N7O18P3S
Lung_MAM02495x	Lung_myristoyl-CoA	x	-4.0	C35H58N7O17P3S
Lung_MAM03543c	Lung_Decadienoyl Coenzyme A	c	-4.0	C31H46N7O17P3S
Lung_MAM00125r	Lung_(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA	r	-4.0	C41H62N7O17P3S
Lung_MAM03249m	Lung_3-Hydroxyoctadecadienoyl Coenzyme A	m	-4.0	C39H62N7O18P3S
Lung_MAM02385m	Lung_lignocerate	m	-1.0	C24H47O2
Lung_MAM03130c	Lung_UTP	c	-4.0	C9H11N2O15P3
Lung_MAM01450g	Lung_cholesterol	g	0.0	C27H46O
Lung_MAM03793c	Lung_Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)	c	0.0	C25H47NO4
Lung_MAM00102m	Lung_(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine	m	0.0	C27H43NO4
Lung_MAM03288m	Lung_5,8,11-Tetradecatrienoyl Coenzyme A	m	-4.0	C35H52N7O17P3S
Lung_MAM01697r	Lung_dihomo-gamma-linolenoyl-CoA	r	-4.0	C41H64N7O17P3S
Lung_MAM02391m	Lung_linoleoyl-CoA	m	-4.0	C39H62N7O17P3S
Lung_MAM03262c	Lung_3-Hydroxy-Tetradecanoyl Carnitine	c	0.0	C21H41NO5
Lung_MAM01706x	Lung_dimethylallyl-PP	x	-3.0	C5H9O7P2
Lung_MAM03334c	Lung_3(S)-3-Hydroxydodecen-(5Z)-Oyl Coenzyme A	c	-4.0	C33H52N7O18P3S
Lung_MAM00131x	Lung_(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	x	-4.0	C45H70N7O17P3S
Lung_MAM00110c	Lung_(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	c	-4.0	C45H68N7O17P3S
Lung_MAM00119r	Lung_(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	r	-4.0	C43H66N7O17P3S
Lung_MAM02411r	Lung_L-palmitoylcarnitine	r	0.0	C23H45NO4
Lung_MAM02736c	Lung_phosphatidylinositol-4,5-bisphosphate	c	-5.0	C11H14O19P3R2
Lung_MAM02034c	Lung_GTP	c	-4.0	C10H12N5O14P3
Lung_MAM03334m	Lung_3(S)-3-Hydroxydodecen-(5Z)-Oyl Coenzyme A	m	-4.0	C33H52N7O18P3S
Lung_MAM03218c	Lung_3-Hydroxyhexadecanoyl Coenzyme A	c	-4.0	C37H62N7O18P3S
Lung_MAM00857c	Lung_3-oxodecanoyl-[ACP]	c	-1.0	C21H37N2O9PRS
Lung_MAM00941c	Lung_4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	c	0.0	C29H46O
Lung_MAM02972c	Lung_tetradecanoyl-[ACP]	c	-1.0	C25H47N2O8PRS
Lung_MAM02444x	Lung_malonyl-CoA	x	-5.0	C24H33N7O19P3S
Lung_MAM03924x	Lung_Sebacoyl Coenzyme A	x	-5.0	C31H47N7O19P3S
Lung_MAM00867c	Lung_3-oxododecanoyl-[ACP]	c	-1.0	C23H41N2O9PRS
Lung_MAM02616m	Lung_nonanoyl-CoA	m	-4.0	C30H48N7O17P3S
Lung_MAM03794x	Lung_5-Octenoyl Coenzyme A	x	-4.0	C29H44N7O17P3S
Lung_MAM01649c	Lung_decanoyl-[ACP]	c	-1.0	C21H39N2O8PRS
Lung_MAM01833c	Lung_formate	c	-1.0	CH1O2
Lung_MAM00074c	Lung_(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA	c	-4.0	C43H64N7O17P3S
Lung_MAM01637c	Lung_dADP	c	-3.0	C10H12N5O9P2
Lung_MAM03020x	Lung_trans,cis-hexadeca-2,9-dienoyl-CoA	x	-4.0	C37H58N7O17P3S
Lung_MAM02578r	Lung_NH3	r	0.0	H3N
Lung_MAM00833x	Lung_3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	x	-4.0	C37H60N7O18P3S
Lung_MAM01596c	Lung_CO2	c	0.0	CO2
Lung_MAM03030m	Lung_trans-2-cis,cis-5,8-tetradecatrienoyl-CoA	m	-4.0	C35H52N7O17P3S
Lung_MAM03217c	Lung_3-Hydroxyhexadecenoylcarnitine	c	0.0	C23H43NO5
Lung_MAM00708c	Lung_3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA	c	-4.0	C41H62N7O18P3S
Lung_MAM01206m	Lung_8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate	m	-1.0	C16H25O3
Lung_MAM00838m	Lung_3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	m	-4.0	C39H58N7O19P3S
Lung_MAM02554r	Lung_NADP+	r	-3.0	C21H25N7O17P3
Lung_MAM01121m	Lung_5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA	m	-4.0	C41H60N7O19P3S
Lung_MAM02193c	Lung_ITP	c	-4.0	C10H11N4O14P3
Lung_MAM01933m	Lung_gamma-linolenoylcarnitine	m	0.0	C25H43NO4
Lung_MAM00110m	Lung_(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	m	-4.0	C45H68N7O17P3S
Lung_MAM03103m	Lung_ubiquinone	m	0.0	C59H90O4
Lung_MAM01411c	Lung_butyryl-[ACP]	c	-1.0	C15H27N2O8PRS
Lung_MAM01306c	Lung_AKG	c	-2.0	C5H4O5
Lung_MAM02845c	Lung_ribose-5-phosphate	c	-2.0	C5H9O8P
Lung_MAM01596e	Lung_CO2	e	0.0	CO2
Lung_MAM02647x	Lung_oleoyl-CoA	x	-4.0	C39H64N7O17P3S
Lung_MAM02444r	Lung_malonyl-CoA	r	-5.0	C24H33N7O19P3S
Lung_MAM02115c	Lung_hexadecanoyl-[ACP]	c	-1.0	C27H51N2O8PRS
Lung_MAM01650c	Lung_decanoyl-CoA	c	-4.0	C31H50N7O17P3S
Lung_MAM00106m	Lung_(6Z,9Z)-octadecadienoyl-CoA	m	-4.0	C39H62N7O17P3S
Lung_MAM03365c	Lung_3(S)-Hydroxy-Cis-9-Octadecenoyl Coenzyme A	c	-4.0	C39H64N7O18P3S
Lung_MAM01596n	Lung_CO2	n	0.0	CO2
Lung_MAM01285x	Lung_ADP	x	-3.0	C10H12N5O10P2
Lung_MAM00092c	Lung_(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine	c	0.0	C29H47NO4
Lung_MAM03655c	Lung_Hexadecanedioyl Coenzyme A	c	-5.0	C37H59N7O19P3S
Lung_MAM00264r	Lung_10,13,16-docosatrienoyl-CoA	r	-4.0	C43H68N7O17P3S
Lung_MAM01145m	Lung_6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate	m	-1.0	C14H23O3
Lung_MAM02016c	Lung_GMP	c	-2.0	C10H12N5O8P
Lung_MAM03656x	Lung_2,4,7,10,13-Hexadecapentaenoyl Coenzyme A	x	-4.0	C37H52N7O17P3S
Lung_MAM03967m	Lung_Trans3,6Dodecadienoyl Coenzyme A	m	-4.0	C33H50N7O17P3S
Lung_MAM00042x	Lung_(2E)-dodecenoyl-CoA	x	-4.0	C33H52N7O17P3S
Lung_MAM00904n	Lung_3-oxotetracosanoyl-CoA	n	-4.0	C45H76N7O18P3S
Lung_MAM00113c	Lung_(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	c	-4.0	C45H66N7O17P3S
Lung_MAM03013r	Lung_trans,cis-2,13-docosadienoyl-CoA	r	-4.0	C43H70N7O17P3S
Lung_MAM04041m	Lung_Trans5,8Tetradecadienoyl Coenzyme A	m	-4.0	C35H54N7O17P3S
Lung_MAM01839c	Lung_formyl-N-acetyl-5-methoxykynurenamine	c	0.0	C13H16N2O4
Lung_MAM00905c	Lung_3-oxotetradecanoyl-[ACP]	c	-1.0	C25H45N2O9PRS
Lung_MAM00832x	Lung_3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA	x	-4.0	C35H56N7O18P3S
Lung_MAM02751c	Lung_Pi	c	-2.0	HO4P
Lung_MAM00701c	Lung_3(S)-hydroxy-13-cis-docosenoyl-CoA	c	-4.0	C43H72N7O18P3S
Lung_MAM03358m	Lung_(3E,5Z,8Z)-Tetradecatrienoyl Coenzyme A	m	-4.0	C35H52N7O17P3S
Lung_MAM00367r	Lung_14-demethyllanosterol	r	0.0	C29H48O
Lung_MAM01968c	Lung_glucose-6-phosphate	c	-2.0	C6H11O9P
Lung_MAM00717x	Lung_3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA	x	-4.0	C45H68N7O18P3S
Lung_MAM01933c	Lung_gamma-linolenoylcarnitine	c	0.0	C25H43NO4
Lung_MAM00057n	Lung_(2E)-octadecenoyl-CoA	n	-4.0	C39H64N7O17P3S
Lung_MAM04004x	Lung_2,6,10-Trimethyl Undecanoyl Coenzyme A	x	-4.0	C35H58N7O17P3S
Lung_MAM00175m	Lung_(S)-3-hydroxyhexadecanoyl-CoA	m	-4.0	C37H62N7O18P3S
Lung_MAM02631c	Lung_O2-	c	-1.0	O2
Lung_MAM02724c	Lung_phenylalanine	c	0.0	C9H11NO2
Lung_MAM03027x	Lung_trans-2,3-dehydropristanoyl-CoA	x	-4.0	C40H66N7O17P3S
Lung_MAM01371m	Lung_ATP	m	-4.0	C10H12N5O13P3
Lung_MAM03021m	Lung_trans,cis-lauro-2,6-dienoyl-CoA	m	-4.0	C33H50N7O17P3S
Lung_MAM02345x	Lung_lauroyl-CoA	x	-4.0	C33H54N7O17P3S
Lung_MAM02698x	Lung_2,6-Dodecadienoyl Coenzyme A	x	-4.0	C33H50N7O17P3S
Lung_MAM03367c	Lung_24(R),25(R)-Varanoyl Coenzyme A	c	-4.0	C48H76N7O21P3S
Lung_MAM03359m	Lung_Trans-2-Cis,Cis-4,8-Tetradecatrienoyl Coenzyme A	m	-4.0	C35H52N7O17P3S
Lung_MAM00682x	Lung_2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA	x	-4.0	C41H60N7O17P3S
Lung_MAM03219c	Lung_3-Hydroxyhexadecanoylcarnitine	c	0.0	C23H45NO5
Lung_MAM01968r	Lung_glucose-6-phosphate	r	-2.0	C6H11O9P
Lung_MAM02689c	Lung_pentadecanoyl-CoA	c	-4.0	C36H60N7O17P3S
Lung_MAM03035x	Lung_trans-3-decenoyl-CoA	x	-4.0	C31H48N7O17P3S
Lung_MAM00836c	Lung_3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	c	-4.0	C39H58N7O19P3S
Lung_MAM03203x	Lung_3,6-Dodecadienoyl Coenzyme A	x	-4.0	C33H50N7O17P3S
Lung_MAM02689m	Lung_pentadecanoyl-CoA	m	-4.0	C36H60N7O17P3S
Lung_MAM02688m	Lung_pentadecanoylcarnitine	m	0.0	C22H43NO4
Lung_MAM00904c	Lung_3-oxotetracosanoyl-CoA	c	-4.0	C45H76N7O18P3S
Lung_MAM03365r	Lung_3(S)-Hydroxy-Cis-9-Octadecenoyl Coenzyme A	r	-4.0	C39H64N7O18P3S
Lung_MAM03267m	Lung_3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A	m	-4.0	C35H54N7O18P3S
Lung_MAM02442m	Lung_malonyl-[ACP]	m	-2.0	C14H22N2O10PRS
Lung_MAM02130c	Lung_HMA	c	-1.0	C25H47N2O9PRS
Lung_MAM02121c	Lung_hexanoyl-[ACP]	c	-1.0	C17H31N2O8PRS
Lung_MAM03204c	Lung_3-Hydroxydecanoylcarnitine	c	0.0	C17H33NO5
Lung_MAM03490x	Lung_Dodecanedioyl Carnitine	x	-1.0	C19H34NO6
Lung_MAM01261m	Lung_acetyl-CoA	m	-4.0	C23H34N7O17P3S
Lung_MAM01983m	Lung_glycerol	m	0.0	C3H8O3
Lung_MAM02180m	Lung_isobutyryl-CoA	m	-4.0	C25H38N7O17P3S
Lung_MAM00103x	Lung_(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA	x	-4.0	C41H60N7O17P3S
Lung_MAM01961r	Lung_glucono-1,5-lactone-6-phosphate	r	-2.0	C6H9O9P
Lung_MAM03489x	Lung_Sebacoyl Carnitine	x	-1.0	C17H30NO6
Lung_MAM00682m	Lung_2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA	m	-4.0	C41H60N7O17P3S
Lung_MAM02039n	Lung_H+	n	1.0	H
Lung_MAM02674c	Lung_palmitate	c	-1.0	C16H31O2
Lung_MAM01825c	Lung_ferrocytochrome B5	c	0.0	X
Lung_MAM02622c	Lung_normetanephrine	c	1.0	C9H14NO3
Lung_MAM00980x	Lung_4-cis-decenoyl-CoA	x	-4.0	C31H48N7O17P3S
Lung_MAM00110x	Lung_(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	x	-4.0	C45H68N7O17P3S
Lung_MAM02041l	Lung_H2O2	l	0.0	H2O2
Lung_MAM02795r	Lung_prostaglandin I2	r	-1.0	C20H31O5
Lung_MAM02806c	Lung_PRPP	c	-5.0	C5H8O14P3
Lung_MAM02390m	Lung_linolenoyl-CoA	m	-4.0	C39H60N7O17P3S
Lung_MAM02789c	Lung_prostaglandin F2alpha	c	-1.0	C20H33O5
Lung_MAM01147m	Lung_6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate	m	-1.0	C14H21O3
Lung_MAM02411m	Lung_L-palmitoylcarnitine	m	0.0	C23H45NO4
Lung_MAM01806c	Lung_farnesyl-PP	c	-3.0	C15H25O7P2
Lung_MAM03007r	Lung_trans,cis,cis-2,11,14-eicosatrienoyl-CoA	r	-4.0	C41H64N7O17P3S
Lung_MAM03220x	Lung_3,7,10,13-Hexadecatetraenoyl Coenzyme A	x	-4.0	C37H54N7O17P3S
Lung_MAM01279e	Lung_adenine	e	0.0	C5H5N5
Lung_MAM00099m	Lung_(5Z)-dodecenoyl-CoA	m	-4.0	C33H52N7O17P3S
Lung_MAM01119m	Lung_5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA	m	-4.0	C41H60N7O19P3S
Lung_MAM00756m	Lung_3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	m	0.0	C27H46O3
Lung_MAM01728c	Lung_dodecanoyl-[ACP]	c	-1.0	C23H43N2O8PRS
Lung_MAM00177m	Lung_(S)-3-hydroxypalmitoleoyl-CoA	m	-4.0	C37H60N7O18P3S
Lung_MAM00826m	Lung_3-methylcrotonyl-CoA	m	-4.0	C26H38N7O17P3S
Lung_MAM03265c	Lung_3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A	c	-4.0	C37H58N7O18P3S
Lung_MAM03975c	Lung_Tetradecadienoyl Carnitine	c	0.0	C21H37NO4
