ID	Name	Formula	Charge	Compartment
Kidney_MAM01922bcK	gamma-butyrobetaine	C7H15NO2	0.0	bcK
MAM01922bc	gamma-butyrobetaine	C7H15NO2	0.0	bc
Kidney_MAM01073bcK	5-amino-2-oxopentanoic acid	C5H9NO3	0.0	bcK
MAM01073bc	5-amino-2-oxopentanoic acid	C5H9NO3	0.0	bc
Kidney_MAM03281bcK	5-S-Cysteinyldopamine	C11H17N2O4S	1.0	bcK
MAM03281bc	5-S-Cysteinyldopamine	C11H17N2O4S	1.0	bc
Kidney_MAM03282bcK	5-S-Cysteinylglycine Dopa	C14H19N3O7S	0.0	bcK
MAM03282bc	5-S-Cysteinylglycine Dopa	C14H19N3O7S	0.0	bc
Kidney_MAM03283bcK	5,8,11,14,17-Eicosapentenoic Acid	C20H29O2	-1.0	bcK
MAM03283bc	5,8,11,14,17-Eicosapentenoic Acid	C20H29O2	-1.0	bc
Kidney_MAM01101bcK	5-guanidino-2-oxopentanoate	C6H11N3O3	0.0	bcK
MAM01101bc	5-guanidino-2-oxopentanoate	C6H11N3O3	0.0	bc
Kidney_MAM03310bcK	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	C24H37O4	-1.0	bcK
MAM03310bc	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	C24H37O4	-1.0	bc
Kidney_MAM03311bcK	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid	C24H37O5	-1.0	bcK
MAM03311bc	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid	C24H37O5	-1.0	bc
Kidney_MAM03315bcK	Fatty Acid 9-Cis-Retinol	C21H29O2R	0.0	bcK
MAM03315bc	Fatty Acid 9-Cis-Retinol	C21H29O2R	0.0	bc
Kidney_MAM01040bcK	5(S)-HETE	C20H31O3	-1.0	bcK
MAM01040bc	5(S)-HETE	C20H31O3	-1.0	bc
Kidney_MAM02096bcK	hepoxilin A3	C20H31O4	-1.0	bcK
MAM02096bc	hepoxilin A3	C20H31O4	-1.0	bc
Kidney_MAM02796bcK	prostaglandin J2	C20H29O4	-1.0	bcK
MAM02796bc	prostaglandin J2	C20H29O4	-1.0	bc
Kidney_MAM00305bcK	12(13)-EpOME	C18H31O3	-1.0	bcK
MAM00305bc	12(13)-EpOME	C18H31O3	-1.0	bc
Kidney_MAM01134bcK	5-S-cysteinyldopa	C12H16N2O6S	0.0	bcK
MAM01134bc	5-S-cysteinyldopa	C12H16N2O6S	0.0	bc
Kidney_MAM02925bcK	spermine monoaldehyde	C10H26N3O	3.0	bcK
MAM02925bc	spermine monoaldehyde	C10H26N3O	3.0	bc
Kidney_MAM02921bcK	spermidine monoaldehyde 1	C7H18N2O	2.0	bcK
MAM02921bc	spermidine monoaldehyde 1	C7H18N2O	2.0	bc
Kidney_MAM02922bcK	spermidine monoaldehyde 2	C7H18N2O	2.0	bcK
MAM02922bc	spermidine monoaldehyde 2	C7H18N2O	2.0	bc
Kidney_MAM02920bcK	spermidine dialdehyde	C7H14NO2	1.0	bcK
MAM02920bc	spermidine dialdehyde	C7H14NO2	1.0	bc
Kidney_MAM02654bcK	O-methylhippurate	C10H10NO3	-1.0	bcK
MAM02654bc	O-methylhippurate	C10H10NO3	-1.0	bc
Kidney_MAM02603bcK	N-methylsalsolinol	C11H16NO2	1.0	bcK
MAM02603bc	N-methylsalsolinol	C11H16NO2	1.0	bc
Kidney_MAM02402bcK	lithocholate	C24H39O3	-1.0	bcK
MAM02402bc	lithocholate	C24H39O3	-1.0	bc
Kidney_MAM02965bcK	taurolithocholate	C26H44NO5S	-1.0	bcK
MAM02965bc	taurolithocholate	C26H44NO5S	-1.0	bc
Kidney_MAM02000bcK	glycolithocholate	C26H42NO4	-1.0	bcK
MAM02000bc	glycolithocholate	C26H42NO4	-1.0	bc
Kidney_MAM02951bcK	sulfoglycolithocholate	C26H41NO7S	-2.0	bcK
MAM02951bc	sulfoglycolithocholate	C26H41NO7S	-2.0	bc
Kidney_MAM02952bcK	sulfotaurolithocholate	C26H43NO8S2	-2.0	bcK
MAM02952bc	sulfotaurolithocholate	C26H43NO8S2	-2.0	bc
Kidney_MAM02776bcK	prostaglandin A1	C20H31O4	-1.0	bcK
MAM02776bc	prostaglandin A1	C20H31O4	-1.0	bc
Kidney_MAM02778bcK	prostaglandin B1	C20H31O4	-1.0	bcK
MAM02778bc	prostaglandin B1	C20H31O4	-1.0	bc
Kidney_MAM02779bcK	prostaglandin B2	C20H29O4	-1.0	bcK
MAM02779bc	prostaglandin B2	C20H29O4	-1.0	bc
Kidney_MAM02780bcK	prostaglandin C1	C20H31O4	-1.0	bcK
MAM02780bc	prostaglandin C1	C20H31O4	-1.0	bc
Kidney_MAM02781bcK	prostaglandin C2	C20H29O4	-1.0	bcK
MAM02781bc	prostaglandin C2	C20H29O4	-1.0	bc
Kidney_MAM01989bcK	glycodeoxycholate	C26H43NO5	0.0	bcK
MAM01989bc	glycodeoxycholate	C26H43NO5	0.0	bc
Kidney_MAM03399bcK	Acetyl Isoleucine (Chemspider Id: 9964364)	C8H14NO3	-1.0	bcK
MAM03399bc	Acetyl Isoleucine (Chemspider Id: 9964364)	C8H14NO3	-1.0	bc
Kidney_MAM02902bcK	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	C72H121N4O43RCO	-2.0	bcK
MAM02902bc	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	C72H121N4O43RCO	-2.0	bc
Kidney_MAM02903bcK	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	C72H121N4O43RCO	-2.0	bcK
MAM02903bc	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	C72H121N4O43RCO	-2.0	bc
Kidney_MAM02546bcK	N-acetylornithine	C7H14N2O3	0.0	bcK
MAM02546bc	N-acetylornithine	C7H14N2O3	0.0	bc
Kidney_MAM03407bcK	N-Acetyl-Tyrosine	C11H12NO4	-1.0	bcK
MAM03407bc	N-Acetyl-Tyrosine	C11H12NO4	-1.0	bc
Kidney_MAM01291bcK	adrenic acid	C22H35O2	-1.0	bcK
MAM01291bc	adrenic acid	C22H35O2	-1.0	bc
Kidney_MAM01344bcK	antipyrine	C11H12N2O	0.0	bcK
MAM01344bc	antipyrine	C11H12N2O	0.0	bc
Kidney_MAM01326bcK	alpha-pinene-oxide	C10H16O	0.0	bcK
MAM01326bc	alpha-pinene-oxide	C10H16O	0.0	bc
Kidney_MAM00002bcK	(+)-alpha-pinene	C10H16	0.0	bcK
MAM00002bc	(+)-alpha-pinene	C10H16	0.0	bc
Kidney_MAM01640bcK	D-arginine	C6H15N4O2	1.0	bcK
MAM01640bc	D-arginine	C6H15N4O2	1.0	bc
Kidney_MAM02123bcK	hippurate	C9H8NO3	-1.0	bcK
MAM02123bc	hippurate	C9H8NO3	-1.0	bc
Kidney_MAM01380bcK	benzoate	C7H5O2	-1.0	bcK
MAM01380bc	benzoate	C7H5O2	-1.0	bc
Kidney_MAM01385bcK	beta-carotene	C40H56	0.0	bcK
MAM01385bc	beta-carotene	C40H56	0.0	bc
Kidney_MAM01741bcK	DPA	C22H33O2	-1.0	bcK
MAM01741bc	DPA	C22H33O2	-1.0	bc
Kidney_MAM01601bcK	cocaine	C17H21NO4	0.0	bcK
MAM01601bc	cocaine	C17H21NO4	0.0	bc
Kidney_MAM03512bcK	Coprostanol	C27H48O	0.0	bcK
MAM03512bc	Coprostanol	C27H48O	0.0	bc
Kidney_MAM01609bcK	core 4	C24H40N3O15X	0.0	bcK
MAM01609bc	core 4	C24H40N3O15X	0.0	bc
Kidney_MAM01610bcK	core 5	C16H27N2O10X	0.0	bcK
MAM01610bc	core 5	C16H27N2O10X	0.0	bc
Kidney_MAM01612bcK	core 7	C16H27N2O10X	0.0	bcK
MAM01612bc	core 7	C16H27N2O10X	0.0	bc
Kidney_MAM01613bcK	core 8	C14H24NO10X	0.0	bcK
MAM01613bc	core 8	C14H24NO10X	0.0	bc
Kidney_MAM02145bcK	hydrogen-cyanide	CHN	0.0	bcK
MAM02145bc	hydrogen-cyanide	CHN	0.0	bc
Kidney_MAM01648bcK	decanoic acid	C10H19O2	-1.0	bcK
MAM01648bc	decanoic acid	C10H19O2	-1.0	bc
Kidney_MAM00094bcK	(4Z,7Z,10Z,13Z,16Z)-DPA	C22H33O2	-1.0	bcK
MAM00094bc	(4Z,7Z,10Z,13Z,16Z)-DPA	C22H33O2	-1.0	bc
Kidney_MAM01696bcK	dihomo-gamma-linolenate	C20H33O2	-1.0	bcK
MAM01696bc	dihomo-gamma-linolenate	C20H33O2	-1.0	bc
Kidney_MAM01768bcK	edaravone	C10H10N2O	0.0	bcK
MAM01768bc	edaravone	C10H10N2O	0.0	bc
Kidney_MAM00577bcK	2,6-dimethylheptanoyl-carnitine	C16H31NO4	0.0	bcK
MAM00577bc	2,6-dimethylheptanoyl-carnitine	C16H31NO4	0.0	bc
Kidney_MAM01373bcK	behenic acid	C22H43O2	-1.0	bcK
MAM01373bc	behenic acid	C22H43O2	-1.0	bc
Kidney_MAM03560bcK	Docosanedioicacid	C22H40O4	-2.0	bcK
MAM03560bc	Docosanedioicacid	C22H40O4	-2.0	bc
Kidney_MAM03565bcK	Dopamine 4-O-Sulphate	C8H11NO5S	0.0	bcK
MAM03565bc	Dopamine 4-O-Sulphate	C8H11NO5S	0.0	bc
Kidney_MAM01712bcK	disialyl-T antigen	C36H56N3O26X	-2.0	bcK
MAM01712bc	disialyl-T antigen	C36H56N3O26X	-2.0	bc
Kidney_MAM01765bcK	ebastine	C32H39NO2	0.0	bcK
MAM01765bc	ebastine	C32H39NO2	0.0	bc
Kidney_MAM02150bcK	hydroxylated-ebastine	C32H39NO3	0.0	bcK
MAM02150bc	hydroxylated-ebastine	C32H39NO3	0.0	bc
Kidney_MAM01767bcK	ecgonine-methyl ester	C10H17NO3	0.0	bcK
MAM01767bc	ecgonine-methyl ester	C10H17NO3	0.0	bc
Kidney_MAM02648bcK	omega-3-arachidonic acid	C20H31O2	-1.0	bcK
MAM02648bc	omega-3-arachidonic acid	C20H31O2	-1.0	bc
Kidney_MAM02164bcK	III3Fuc-nLc6Cer	C64H112N3O36RCO	0.0	bcK
MAM02164bc	III3Fuc-nLc6Cer	C64H112N3O36RCO	0.0	bc
Kidney_MAM02199bcK	IV3NeuAc,III3Fuc-nLc4Cer	C61H105N3O34RCO	-1.0	bcK
MAM02199bc	IV3NeuAc,III3Fuc-nLc4Cer	C61H105N3O34RCO	-1.0	bc
Kidney_MAM03577bcK	Ley Glycolipid	C56H99N2O30RCO	0.0	bcK
MAM03577bc	Ley Glycolipid	C56H99N2O30RCO	0.0	bc
Kidney_MAM01851bcK	fucfuc132galacglcgal14acglcgalgluside heparan sulfate	C70H122N3O40RCO	0.0	bcK
MAM01851bc	fucfuc132galacglcgal14acglcgalgluside heparan sulfate	C70H122N3O40RCO	0.0	bc
Kidney_MAM01853bcK	fucfucfucgalacglcgal14acglcgalgluside heparan sulfate	C76H132N3O44RCO	0.0	bcK
MAM01853bc	fucfucfucgalacglcgal14acglcgalgluside heparan sulfate	C76H132N3O44RCO	0.0	bc
Kidney_MAM03578bcK	Leb Glycolipid	C56H99N2O30RCO	0.0	bcK
MAM03578bc	Leb Glycolipid	C56H99N2O30RCO	0.0	bc
Kidney_MAM02331bcK	lacto-N-fucopentaosyl-III-ceramide	C50H89N2O26RCO	0.0	bcK
MAM02331bc	lacto-N-fucopentaosyl-III-ceramide	C50H89N2O26RCO	0.0	bc
Kidney_MAM01861bcK	fucosyl-galactosylgloboside	C56H99N2O31RCO	0.0	bcK
MAM01861bc	fucosyl-galactosylgloboside	C56H99N2O31RCO	0.0	bc
Kidney_MAM03585bcK	D-Galactosamine	C6H13NO5	0.0	bcK
MAM03585bc	D-Galactosamine	C6H13NO5	0.0	bc
Kidney_MAM01943bcK	GD1b	C66H111N4O38RCO	-2.0	bcK
MAM01943bc	GD1b	C66H111N4O38RCO	-2.0	bc
Kidney_MAM03615bcK	Glutaconate	C5H4O4	-2.0	bcK
MAM03615bc	Glutaconate	C5H4O4	-2.0	bc
Kidney_MAM02010bcK	GM1b	C55H95N3O30RCO	-1.0	bcK
MAM02010bc	GM1b	C55H95N3O30RCO	-1.0	bc
Kidney_MAM02018bcK	GP1c	C99H159N7O62RCO	-5.0	bcK
MAM02018bc	GP1c	C99H159N7O62RCO	-5.0	bc
Kidney_MAM02019bcK	GP1calpha	C99H159N7O62RCO	-5.0	bcK
MAM02019bc	GP1calpha	C99H159N7O62RCO	-5.0	bc
Kidney_MAM02028bcK	GT1a	C77H127N5O46RCO	-3.0	bcK
MAM02028bc	GT1a	C77H127N5O46RCO	-3.0	bc
Kidney_MAM02030bcK	GT1b	C77H127N5O46RCO	-3.0	bcK
MAM02030bc	GT1b	C77H127N5O46RCO	-3.0	bc
Kidney_MAM02139bcK	hyaluronan biosynthesis, precursor 1	C14H20NO11	-1.0	bcK
MAM02139bc	hyaluronan biosynthesis, precursor 1	C14H20NO11	-1.0	bc
Kidney_MAM01432bcK	cerotic acid	C26H51O2	-1.0	bcK
MAM01432bc	cerotic acid	C26H51O2	-1.0	bc
Kidney_MAM03660bcK	Hexanoyl-Glycine	C8H14NO3	-1.0	bcK
MAM03660bc	Hexanoyl-Glycine	C8H14NO3	-1.0	bc
Kidney_MAM02456bcK	margaric acid	C17H33O2	-1.0	bcK
MAM02456bc	margaric acid	C17H33O2	-1.0	bc
Kidney_MAM02174bcK	iodide	I	-1.0	bcK
MAM02174bc	iodide	I	-1.0	bc
Kidney_MAM03691bcK	Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid	C24H39O4	-1.0	bcK
MAM03691bc	Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid	C24H39O4	-1.0	bc
Kidney_MAM03704bcK	Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid	C24H39O5	-1.0	bcK
MAM03704bc	Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid	C24H39O5	-1.0	bc
Kidney_MAM03709bcK	Lithocholic acid 3-sulfate	C24H38O6S	-2.0	bcK
MAM03709bc	Lithocholic acid 3-sulfate	C24H38O6S	-2.0	bc
Kidney_MAM02385bcK	lignocerate	C24H47O2	-1.0	bcK
MAM02385bc	lignocerate	C24H47O2	-1.0	bc
Kidney_MAM00816bcK	3-mercaptolactate-cysteine-disulfide	C6H10O5S2N	-1.0	bcK
MAM00816bc	3-mercaptolactate-cysteine-disulfide	C6H10O5S2N	-1.0	bc
Kidney_MAM03765bcK	Methyl-Succinate	C5H6O4	-2.0	bcK
MAM03765bc	Methyl-Succinate	C5H6O4	-2.0	bc
Kidney_MAM03777bcK	Mevalonate-Lactone	C6H10O3	0.0	bcK
MAM03777bc	Mevalonate-Lactone	C6H10O3	0.0	bc
Kidney_MAM03778bcK	N-Acetylvanilalanine	C12H14NO5	-1.0	bcK
MAM03778bc	N-Acetylvanilalanine	C12H14NO5	-1.0	bc
Kidney_MAM01740bcK	D-ornithine	C5H13N2O2	1.0	bcK
MAM01740bc	D-ornithine	C5H13N2O2	1.0	bc
Kidney_MAM03838bcK	1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)	C17H36NO7P	0.0	bcK
MAM03838bc	1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)	C17H36NO7P	0.0	bc
Kidney_MAM03839bcK	1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)	C18H38NO7P	0.0	bcK
MAM03839bc	1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)	C18H38NO7P	0.0	bc
Kidney_MAM03841bcK	1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)	C20H42NO7P	0.0	bcK
MAM03841bc	1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)	C20H42NO7P	0.0	bc
Kidney_MAM03842bcK	1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)	C21H42NO7P	0.0	bcK
MAM03842bc	1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)	C21H42NO7P	0.0	bc
Kidney_MAM03845bcK	1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)	C27H48NO7P	0.0	bcK
MAM03845bc	1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)	C27H48NO7P	0.0	bc
Kidney_MAM03855bcK	1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)	C25H46NO7P	0.0	bcK
MAM03855bc	1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)	C25H46NO7P	0.0	bc
Kidney_MAM02746bcK	phytanic acid	C20H39O2	-1.0	bcK
MAM02746bc	phytanic acid	C20H39O2	-1.0	bc
Kidney_MAM03886bcK	Propionyl-Glycine	C5H8NO3	-1.0	bcK
MAM03886bc	Propionyl-Glycine	C5H8NO3	-1.0	bc
Kidney_MAM02785bcK	prostaglandin E1	C20H33O5	-1.0	bcK
MAM02785bc	prostaglandin E1	C20H33O5	-1.0	bc
Kidney_MAM02690bcK	pentadecylic acid	C15H29O2	-1.0	bcK
MAM02690bc	pentadecylic acid	C15H29O2	-1.0	bc
Kidney_MAM01232bcK	9-cis-retinol	C20H30O	0.0	bcK
MAM01232bc	9-cis-retinol	C20H30O	0.0	bc
Kidney_MAM02836bcK	retinoyl-glucuronide	C26H35O8	-1.0	bcK
MAM02836bc	retinoyl-glucuronide	C26H35O8	-1.0	bc
Kidney_MAM01651bcK	de-Fuc form of PA6 (wo peptide linkage)	C84H136N6O62	-2.0	bcK
MAM01651bc	de-Fuc form of PA6 (wo peptide linkage)	C84H136N6O62	-2.0	bc
Kidney_MAM02907bcK	sialyl-Tn antigen	C19H30N2O13X	-1.0	bcK
MAM02907bc	sialyl-Tn antigen	C19H30N2O13X	-1.0	bc
Kidney_MAM00179bcK	(S)-3-sulfolactate	C3H4O6S	-2.0	bcK
MAM00179bc	(S)-3-sulfolactate	C3H4O6S	-2.0	bc
Kidney_MAM03955bcK	Suberyl-Glycine	C10H15NO5	-2.0	bcK
MAM03955bc	Suberyl-Glycine	C10H15NO5	-2.0	bc
Kidney_MAM03957bcK	Succinylacetone	C7H9O4	-1.0	bcK
MAM03957bc	Succinylacetone	C7H9O4	-1.0	bc
Kidney_MAM00114bcK	(6Z,9Z,12Z,15Z,18Z,21Z)-THA	C24H35O2	-1.0	bcK
MAM00114bc	(6Z,9Z,12Z,15Z,18Z,21Z)-THA	C24H35O2	-1.0	bc
Kidney_MAM00135bcK	(9Z,12Z,15Z,18Z,21Z)-TPA	C24H37O2	-1.0	bcK
MAM00135bc	(9Z,12Z,15Z,18Z,21Z)-TPA	C24H37O2	-1.0	bc
Kidney_MAM00111bcK	(6Z,9Z,12Z,15Z,18Z)-TPA	C24H37O2	-1.0	bcK
MAM00111bc	(6Z,9Z,12Z,15Z,18Z)-TPA	C24H37O2	-1.0	bc
Kidney_MAM00132bcK	(9Z,12Z,15Z,18Z)-TTA	C24H39O2	-1.0	bcK
MAM00132bc	(9Z,12Z,15Z,18Z)-TTA	C24H39O2	-1.0	bc
Kidney_MAM02998bcK	thyroxine	C15H11I4NO4	0.0	bcK
MAM02998bc	thyroxine	C15H11I4NO4	0.0	bc
Kidney_MAM03997bcK	Tiglyl Glycine	C7H10NO3	-1.0	bcK
MAM03997bc	Tiglyl Glycine	C7H10NO3	-1.0	bc
Kidney_MAM02517bcK	N6,N6,N6-trimethyl-L-lysine	C9H20N2O2	0.0	bcK
MAM02517bc	N6,N6,N6-trimethyl-L-lysine	C9H20N2O2	0.0	bc
Kidney_MAM03052bcK	triiodothyronine	C15H12I3NO4	0.0	bcK
MAM03052bc	triiodothyronine	C15H12I3NO4	0.0	bc
Kidney_MAM03100bcK	tyramine-O-sulfate	C8H11NO4S	0.0	bcK
MAM03100bc	tyramine-O-sulfate	C8H11NO4S	0.0	bc
Kidney_MAM04057bcK	Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid	C24H39O5	-1.0	bcK
MAM04057bc	Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid	C24H39O5	-1.0	bc
Kidney_MAM01585bcK	cis-vaccenic acid	C18H33O2	-1.0	bcK
MAM01585bc	cis-vaccenic acid	C18H33O2	-1.0	bc
Kidney_MAM04072bcK	Vanil-Lactate	C10H11O5	-1.0	bcK
MAM04072bc	Vanil-Lactate	C10H11O5	-1.0	bc
Kidney_MAM04076bcK	1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)	C45H76O2	0.0	bcK
MAM04076bc	1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)	C45H76O2	0.0	bc
Kidney_MAM04079bcK	1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)	C47H74O2	0.0	bcK
MAM04079bc	1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)	C47H74O2	0.0	bc
Kidney_MAM04080bcK	Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)	C49H76O2	0.0	bcK
MAM04080bc	Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)	C49H76O2	0.0	bc
Kidney_MAM01447bcK	cholest-5-ene-3beta,7alpha,25-triol	C27H46O3	0.0	bcK
MAM01447bc	cholest-5-ene-3beta,7alpha,25-triol	C27H46O3	0.0	bc
MAM00613bc	24R,25-dihyoxyvitamin D2	C28H44O3	0.0	bc
MAM02902u	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	C72H121N4O43RCO	-2.0	u
MAM02903u	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	C72H121N4O43RCO	-2.0	u
MAM00240u	1,2-diacylglycerol-LD-TAG pool	C5H6O5R2	0.0	u
MAM02164u	III3Fuc-nLc6Cer	C64H112N3O36RCO	0.0	u
MAM02199u	IV3NeuAc,III3Fuc-nLc4Cer	C61H105N3O34RCO	-1.0	u
MAM03577u	Ley Glycolipid	C56H99N2O30RCO	0.0	u
MAM01851u	fucfuc132galacglcgal14acglcgalgluside heparan sulfate	C70H122N3O40RCO	0.0	u
MAM01853u	fucfucfucgalacglcgal14acglcgalgluside heparan sulfate	C76H132N3O44RCO	0.0	u
MAM03578u	Leb Glycolipid	C56H99N2O30RCO	0.0	u
MAM02331u	lacto-N-fucopentaosyl-III-ceramide	C50H89N2O26RCO	0.0	u
MAM01861u	fucosyl-galactosylgloboside	C56H99N2O31RCO	0.0	u
MAM01945u	GD1c	C66H111N4O38RCO	-2.0	u
MAM02018u	GP1c	C99H159N7O62RCO	-5.0	u
MAM02019u	GP1calpha	C99H159N7O62RCO	-5.0	u
MAM02023u	GQ1b	C88H143N6O54RCO	-4.0	u
MAM02028u	GT1a	C77H127N5O46RCO	-3.0	u
MAM00656u	2-lysolecithin pool	C8H19NO5PRCO2	0.0	u
MAM00490u	1-acylglycerol-3P-LD-TG1 pool (liver tissue)	C4H6O7PR	-2.0	u
MAM02684u	PC-LD pool	C10H18NO8PR2	0.0	u
MAM02685u	PE-LD pool	C7H12NO8PR2	0.0	u
MAM02715u	PG-CL pool	C8H12O10PR2	-1.0	u
MAM02808u	PS-LD pool	C8H11NO10PR2	-1.0	u
MAM02931u	sphingosylphosphorylcholine	C23H50N2O5P	1.0	u
MAM01451u	cholesterol-ester pool	C28H45O2R	0.0	u
MAM01430u	ceramide pool	C18H36NO2RCO	0.0	u
MAM03838u	1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)	C17H36NO7P	0.0	u
MAM03839u	1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)	C18H38NO7P	0.0	u
MAM03841u	1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)	C20H42NO7P	0.0	u
MAM03842u	1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)	C21H42NO7P	0.0	u
MAM03845u	1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)	C27H48NO7P	0.0	u
MAM03846u	1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)	C27H46NO7P	0.0	u
MAM03848u	1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine	C25H44NO7P	0.0	u
MAM03855u	1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)	C25H46NO7P	0.0	u
MAM03856u	1-Linoleoylglycerophosphoethanolamine (Delta 9,12)	C23H44NO7P	0.0	u
MAM03859u	1-Oleoylglycerophosphoethanolamine (Delta 9)	C23H46NO7P	0.0	u
MAM03860u	1-Palmitoylglycerophosphoethanolamine	C21H44NO7P	0.0	u
MAM03861u	1-Stearoylglycerophosphoethanolamine	C23H48NO7P	0.0	u
MAM04077u	1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)	C45H74O2	0.0	u
MAM02908u	SM pool	C23H48N2O5PRCO	0.0	u
MAM01972u	glucosylceramide pool	C24H46NO7RCO	0.0	u
MAM02750u	PI pool	C11H16O13PR2	-1.0	u
MAM01904u	GA1	C44H79N2O22RCO	0.0	u
MAM03635u	Ganglioside Gm1	C55H95N3O30RCO	-1.0	u
MAM02010u	GM1b	C55H95N3O30RCO	-1.0	u
MAM01943u	GD1b	C66H111N4O38RCO	-2.0	u
MAM02030u	GT1b	C77H127N5O46RCO	-3.0	u
sIEC_MAM03164luI	D-alanyl-D-alanine	C6H12N2O3	0.0	luI
sIEC_MAM01629luI	cystine	C6H12N2O4S2	0.0	luI
sIEC_MAM03621luI	Glycyl-Glycine	C4H8N2O3	0.0	luI
sIEC_MAM03631luI	Glycylsarcosine	C5H10N2O3	0.0	luI
sIEC_MAM03714luI	Leucyl-Glycine	C8H16N2O3	0.0	luI
sIEC_MAM01597luI	CoA	C21H32N7O16P3S	-4.0	luI
MAM02996bp	thymidine	C10H14N2O5	0.0	bp
MAM03164luSI	D-alanyl-D-alanine	C6H12N2O3	0.0	luSI
MAM03621luSI	Glycyl-Glycine	C4H8N2O3	0.0	luSI
MAM03631luSI	Glycylsarcosine	C5H10N2O3	0.0	luSI
MAM01629luSI	cystine	C6H12N2O4S2	0.0	luSI
MAM03714luSI	Leucyl-Glycine	C8H16N2O3	0.0	luSI
MAM01597luSI	CoA	C21H32N7O16P3S	-4.0	luSI
Colon_MAM00517luC	12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid	C24H37O5	-1.0	luC
Colon_MAM00739luC	3,5-diiodo-L-tyrosine	C9H9I2NO3	0.0	luC
Colon_MAM00807luC	3-iodo-L-tyrosine	C9H10INO3	0.0	luC
Colon_MAM03037luC	trans-4-hydroxy-L-proline	C5H9NO3	0.0	luC
Colon_MAM01069luC	5-alpha-dihydrotestosterone	C19H30O2	0.0	luC
Colon_MAM01100luC	5-formyl-THF	C20H21N7O7	-2.0	luC
Colon_MAM01101luC	5-guanidino-2-oxopentanoate	C6H11N3O3	0.0	luC
