ID	Name	Formula	Charge	Compartment
sIEC_MAM01655luI	dehydroascorbic acid	C6H5O6	-1.0	luI
sIEC_MAM01671luI	deoxyinosine	C10H12N4O4	0.0	luI
sIEC_MAM01674luI	dephospho-CoA	C21H33N7O13P2S	-2.0	luI
sIEC_MAM01334luI	AMP	C10H12N5O7P	-2.0	luI
sIEC_MAM02741luI	phosphopantetheine	C11H21N2O7PS	-2.0	luI
sIEC_MAM01673luI	deoxyuridine	C9H12N2O5	0.0	luI
sIEC_MAM01784luI	EPA	C20H29O2	-1.0	luI
sIEC_MAM00970luI	4-aminobutyrate	C4H9NO2	0.0	luI
sIEC_MAM01327luI	alpha-tocopherol	C29H50O2	0.0	luI
sIEC_MAM00745luI	3alpha,12alpha-dihydroxy-5beta-cholanate	C24H39O4	-1.0	luI
sIEC_MAM01802luI	FAD	C27H31N9O15P2	-2.0	luI
sIEC_MAM01974luI	glutamate	C5H8NO4	-1.0	luI
sIEC_MAM03626luI	Glycylleucine	C8H16N2O3	0.0	luI
sIEC_MAM03629luI	Glycyl-Phenylalanine	C11H14N2O3	0.0	luI
sIEC_MAM03630luI	Glycylproline	C7H12N2O3	0.0	luI
sIEC_MAM03638luI	Gums	C2760000H5060000O2530000	0.0	luI
sIEC_MAM03639luI	Guar Gum-Deoxyxholic Acid Complex	C2760024H5060039O2530004	-1.0	luI
sIEC_MAM03640luI	Guar Gum-Glycocholate Complex	C2760026H5060043NO2530006	0.0	luI
sIEC_MAM03641luI	Guar Gum-Taurocholic Acid Complex	C2760026H5060045NO2530007S	0.0	luI
sIEC_MAM02674luI	palmitate	C16H31O2	-1.0	luI
sIEC_MAM02184luI	isoleucine	C6H13NO2	0.0	luI
sIEC_MAM02403luI	L-lactate	C3H5O3	-1.0	luI
sIEC_MAM02332luI	lactose	C12H22O11	0.0	luI
sIEC_MAM03715luI	Leucylleucine	C12H24N2O3	0.0	luI
sIEC_MAM02387luI	linoleate	C18H31O2	-1.0	luI
sIEC_MAM01932luI	gamma-linolenate	C18H29O2	-1.0	luI
sIEC_MAM02426luI	lysine	C6H15N2O2	1.0	luI
sIEC_MAM02471luI	methionine	C5H11NO2S	0.0	luI
sIEC_MAM02586luI	nicotinate	C6H4NO2	-1.0	luI
sIEC_MAM02583luI	nicotinamide	C6H6N2O	0.0	luI
sIEC_MAM02646luI	oleate	C18H33O2	-1.0	luI
sIEC_MAM02658luI	ornithine	C5H13N2O2	1.0	luI
sIEC_MAM02684luI	PC-LD pool	C10H18NO8PR2	0.0	luI
sIEC_MAM03851luI	Pectin	C2535H3509O2535	-1.0	luI
sIEC_MAM03852luI	Pectin-Deoxycholic Acid Complex	C2559H3549O2539	-1.0	luI
sIEC_MAM03853luI	Pectin-Glycocholate Complex	C2561H3553NO2541	0.0	luI
sIEC_MAM03854luI	Pectin-Taurocholic Acid Complex	C2561H3555NO2542S	0.0	luI
sIEC_MAM02744luI	phylloquinone	C31H46O2	0.0	luI
sIEC_MAM02751luI	Pi	HO4P	-2.0	luI
sIEC_MAM02680luI	pantothenate	C9H16NO5	-1.0	luI
sIEC_MAM02770luI	proline	C5H9NO2	0.0	luI
sIEC_MAM03896luI	L-Prolinylglycine	C7H12N2O3	0.0	luI
sIEC_MAM03907luI	Psyllium	C9642006H15428700O8667414	0.0	luI
sIEC_MAM03908luI	Psillium-Glycocholic Acid Complex	C9642032H15428743NO8667420	0.0	luI
sIEC_MAM03909luI	Psyllium-Taurocholic Acid Complex	C9642032H15428745NO8667421S	0.0	luI
sIEC_MAM03910luI	Psyllium-Taurodeoxycholic Acid Complex	C9642032H15428744NO8667420S	-1.0	luI
sIEC_MAM02812luI	putrescine	C4H14N2	2.0	luI
sIEC_MAM02834luI	retinol	C20H30O	0.0	luI
sIEC_MAM01682luI	D-glucitol	C6H14O6	0.0	luI
sIEC_MAM02923luI	spermidine	C7H22N3	3.0	luI
sIEC_MAM02926luI	spermine	C10H30N4	4.0	luI
sIEC_MAM02945luI	sucrose	C12H22O11	0.0	luI
sIEC_MAM02959luI	TAG-VLDL pool	C6H5O6R3	0.0	luI
sIEC_MAM02961luI	taurine	C2H7NO3S	0.0	luI
sIEC_MAM02996luI	thymidine	C10H14N2O5	0.0	luI
sIEC_MAM03039luI	trehalose	C12H22O11	0.0	luI
sIEC_MAM03089luI	tryptophan	C11H12N2O2	0.0	luI
sIEC_MAM03101luI	tyrosine	C9H11NO3	0.0	luI
sIEC_MAM03135luI	valine	C5H11NO2	0.0	luI
sIEC_MAM01821luI	Fe2+	Fe	2.0	luI
sIEC_MAM01828luI	FMN	C17H19N4O9P	-2.0	luI
sIEC_MAM01830luI	folate	C19H18N7O6	-1.0	luI
sIEC_MAM01840luI	fructose	C6H12O6	0.0	luI
sIEC_MAM01910luI	galactose	C6H12O6	0.0	luI
sIEC_MAM01962luI	glucosamine	C6H14NO5	1.0	luI
sIEC_MAM01986luI	glycine	C2H5NO2	0.0	luI
sIEC_MAM01983luI	glycerol	C3H8O3	0.0	luI
sIEC_MAM03623luI	Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])	C1791H2745N455O538S14	0.0	luI
sIEC_MAM02038luI	guanosine	C10H13N5O5	0.0	luI
sIEC_MAM02675luI	palmitolate	C16H29O2	-1.0	luI
sIEC_MAM02125luI	histidine	C6H9N3O2	0.0	luI
sIEC_MAM02170luI	inosine	C10H12N4O5	0.0	luI
sIEC_MAM00656luI	2-lysolecithin pool	C8H19NO5PRCO2	0.0	luI
sIEC_MAM00490luI	1-acylglycerol-3P-LD-TG1 pool (liver tissue)	C4H6O7PR	-2.0	luI
sIEC_MAM02450luI	maltose	C12H22O11	0.0	luI
sIEC_MAM02453luI	mannose	C6H12O6	0.0	luI
sIEC_MAM02609luI	NO	NO	0.0	luI
sIEC_MAM02938luI	stearate	C18H35O2	-1.0	luI
sIEC_MAM02642luI	octanoic acid	C8H15O2	-1.0	luI
sIEC_MAM02685luI	PE-LD pool	C7H12NO8PR2	0.0	luI
sIEC_MAM02724luI	phenylalanine	C9H11NO2	0.0	luI
sIEC_MAM02049luI	heme	C34H30FeN4O4	-2.0	luI
sIEC_MAM02679luI	pantetheine	C11H22N2O4S	0.0	luI
sIEC_MAM02815luI	pyridoxamine	C8H13N2O2	1.0	luI
sIEC_MAM02813luI	pyridoxal	C8H9NO3	0.0	luI
sIEC_MAM02817luI	pyridoxine	C8H11NO3	0.0	luI
sIEC_MAM02843luI	ribose	C5H10O5	0.0	luI
sIEC_MAM02842luI	riboflavin	C17H20N4O6	0.0	luI
sIEC_MAM02982luI	thiamin	C12H17N4OS	1.0	luI
sIEC_MAM02494luI	myristic acid	C14H27O2	-1.0	luI
sIEC_MAM03123luI	uridine	C9H12N2O6	0.0	luI
sIEC_MAM03142luI	vitamin D3	C27H44O	0.0	luI
sIEC_MAM03155luI	xylitol	C5H12O5	0.0	luI
sIEC_MAM02046bpI	HCO3-	CHO3	-1.0	bpI
sIEC_MAM02519bpI	Na+	Na	1.0	bpI
sIEC_MAM01307bpI	alanine	C3H7NO2	0.0	bpI
sIEC_MAM02354bpI	L-dopa	C9H11NO4	0.0	bpI
sIEC_MAM01370bpI	aspartate	C4H6NO4	-1.0	bpI
sIEC_MAM01628bpI	cysteine	C3H7NO2S	0.0	bpI
sIEC_MAM02125bpI	histidine	C6H9N3O2	0.0	bpI
sIEC_MAM02184bpI	isoleucine	C6H13NO2	0.0	bpI
sIEC_MAM02360bpI	leucine	C6H13NO2	0.0	bpI
sIEC_MAM02471bpI	methionine	C5H11NO2S	0.0	bpI
sIEC_MAM02724bpI	phenylalanine	C9H11NO2	0.0	bpI
sIEC_MAM02896bpI	serine	C3H7NO3	0.0	bpI
sIEC_MAM02993bpI	threonine	C4H9NO3	0.0	bpI
sIEC_MAM03089bpI	tryptophan	C11H12N2O2	0.0	bpI
sIEC_MAM03101bpI	tyrosine	C9H11NO3	0.0	bpI
sIEC_MAM03135bpI	valine	C5H11NO2	0.0	bpI
sIEC_MAM01280bpI	adenosine	C10H13N5O4	0.0	bpI
sIEC_MAM01638bpI	D-alanine	C3H7NO2	0.0	bpI
sIEC_MAM02039bpI	H+	H	1.0	bpI
sIEC_MAM01975bpI	glutamine	C5H10N2O3	0.0	bpI
sIEC_MAM01986bpI	glycine	C2H5NO2	0.0	bpI
sIEC_MAM01365bpI	arginine	C6H15N4O2	1.0	bpI
sIEC_MAM01368bpI	ascorbate	C6H7O6	-1.0	bpI
sIEC_MAM01369bpI	asparagine	C4H8N2O3	0.0	bpI
sIEC_MAM01641bpI	D-aspartate	C4H6NO4	-1.0	bpI
sIEC_MAM02770bpI	proline	C5H9NO2	0.0	bpI
sIEC_MAM01397bpI	bilirubin-bisglucuronoside	C45H50N4O18	-2.0	bpI
sIEC_MAM01401bpI	biotin	C10H15N2O3S	-1.0	bpI
sIEC_MAM01450bpI	cholesterol	C27H46O	0.0	bpI
sIEC_MAM01445bpI	cholate	C24H39O5	-1.0	bpI
sIEC_MAM01513bpI	choline	C5H14NO	1.0	bpI
sIEC_MAM01588bpI	citrulline	C6H13N3O3	0.0	bpI
sIEC_MAM01596bpI	CO2	CO2	0.0	bpI
sIEC_MAM01595bpI	CO	CO	0.0	bpI
sIEC_MAM02348bpI	L-carnitine	C7H15NO3	0.0	bpI
sIEC_MAM01630bpI	cytidine	C9H13N3O5	0.0	bpI
sIEC_MAM01666bpI	deoxyadenosine	C10H13N5O3	0.0	bpI
sIEC_MAM01668bpI	deoxycytidine	C9H13N3O4	0.0	bpI
sIEC_MAM01669bpI	deoxyguanosine	C10H13N5O4	0.0	bpI
sIEC_MAM01655bpI	dehydroascorbic acid	C6H5O6	-1.0	bpI
sIEC_MAM01671bpI	deoxyinosine	C10H12N4O4	0.0	bpI
sIEC_MAM01673bpI	deoxyuridine	C9H12N2O5	0.0	bpI
sIEC_MAM01115bpI	5-methyl-THF	C20H24N7O6	-1.0	bpI
sIEC_MAM03933bpI	S-Sulfo-L-Cysteine	C3H8NO5S2	-1.0	bpI
sIEC_MAM01383bpI	beta-alanine	C3H7NO2	0.0	bpI
sIEC_MAM01327bpI	alpha-tocopherol	C29H50O2	0.0	bpI
sIEC_MAM01442bpI	chloride	Cl	-1.0	bpI
sIEC_MAM01822bpI	Fe3+	Fe	3.0	bpI
sIEC_MAM01840bpI	fructose	C6H12O6	0.0	bpI
sIEC_MAM01910bpI	galactose	C6H12O6	0.0	bpI
sIEC_MAM01962bpI	glucosamine	C6H14NO5	1.0	bpI
sIEC_MAM01988bpI	glycocholate	C26H43NO6	0.0	bpI
sIEC_MAM01965bpI	glucose	C6H12O6	0.0	bpI
sIEC_MAM02038bpI	guanosine	C10H13N5O5	0.0	bpI
sIEC_MAM02040bpI	H2O	H2O	0.0	bpI
sIEC_MAM02675bpI	palmitolate	C16H29O2	-1.0	bpI
sIEC_MAM02170bpI	inosine	C10H12N4O5	0.0	bpI
sIEC_MAM02200bpI	K+	K	1.0	bpI
sIEC_MAM02403bpI	L-lactate	C3H5O3	-1.0	bpI
sIEC_MAM03715bpI	Leucylleucine	C12H24N2O3	0.0	bpI
sIEC_MAM02387bpI	linoleate	C18H31O2	-1.0	bpI
sIEC_MAM02389bpI	linolenate	C18H29O2	-1.0	bpI
sIEC_MAM01932bpI	gamma-linolenate	C18H29O2	-1.0	bpI
sIEC_MAM00656bpI	2-lysolecithin pool	C8H19NO5PRCO2	0.0	bpI
sIEC_MAM02426bpI	lysine	C6H15N2O2	1.0	bpI
sIEC_MAM02453bpI	mannose	C6H12O6	0.0	bpI
sIEC_MAM02586bpI	nicotinate	C6H4NO2	-1.0	bpI
sIEC_MAM02583bpI	nicotinamide	C6H6N2O	0.0	bpI
sIEC_MAM02646bpI	oleate	C18H33O2	-1.0	bpI
sIEC_MAM02642bpI	octanoic acid	C8H15O2	-1.0	bpI
sIEC_MAM02658bpI	ornithine	C5H13N2O2	1.0	bpI
sIEC_MAM02684bpI	PC-LD pool	C10H18NO8PR2	0.0	bpI
sIEC_MAM02744bpI	phylloquinone	C31H46O2	0.0	bpI
sIEC_MAM02751bpI	Pi	HO4P	-2.0	bpI
sIEC_MAM02680bpI	pantothenate	C9H16NO5	-1.0	bpI
sIEC_MAM02812bpI	putrescine	C4H14N2	2.0	bpI
sIEC_MAM02815bpI	pyridoxamine	C8H13N2O2	1.0	bpI
sIEC_MAM02813bpI	pyridoxal	C8H9NO3	0.0	bpI
sIEC_MAM02817bpI	pyridoxine	C8H11NO3	0.0	bpI
sIEC_MAM03102bpI	ubiquinol	C59H92O4	0.0	bpI
sIEC_MAM02833bpI	retinoate	C20H27O2	-1.0	bpI
sIEC_MAM02843bpI	ribose	C5H10O5	0.0	bpI
sIEC_MAM02842bpI	riboflavin	C17H20N4O6	0.0	bpI
sIEC_MAM01682bpI	D-glucitol	C6H14O6	0.0	bpI
sIEC_MAM02923bpI	spermidine	C7H22N3	3.0	bpI
sIEC_MAM02926bpI	spermine	C10H30N4	4.0	bpI
sIEC_MAM02959bpI	TAG-VLDL pool	C6H5O6R3	0.0	bpI
sIEC_MAM02961bpI	taurine	C2H7NO3S	0.0	bpI
sIEC_MAM02963bpI	taurocholate	C26H45NO7S	0.0	bpI
sIEC_MAM02982bpI	thiamin	C12H17N4OS	1.0	bpI
sIEC_MAM03121bpI	urea	CH4N2O	0.0	bpI
sIEC_MAM03123bpI	uridine	C9H12N2O6	0.0	bpI
sIEC_MAM01451bpI	cholesterol-ester pool	C28H45O2R	0.0	bpI
sIEC_MAM03155bpI	xylitol	C5H12O5	0.0	bpI
sIEC_MAM02049bpI	heme	C34H30FeN4O4	-2.0	bpI
sIEC_MAM01744bpI	D-serine	C3H7NO3	0.0	bpI
MAM02354bp	L-dopa	C9H11NO4	0.0	bp
MAM01115bp	5-methyl-THF	C20H24N7O6	-1.0	bp
MAM03933bp	S-Sulfo-L-Cysteine	C3H8NO5S2	-1.0	bp
MAM01280bp	adenosine	C10H13N5O4	0.0	bp
MAM01383bp	beta-alanine	C3H7NO2	0.0	bp
MAM01638bp	D-alanine	C3H7NO2	0.0	bp
MAM01307bp	alanine	C3H7NO2	0.0	bp
MAM01365bp	arginine	C6H15N4O2	1.0	bp
MAM01368bp	ascorbate	C6H7O6	-1.0	bp
MAM01369bp	asparagine	C4H8N2O3	0.0	bp
MAM01641bp	D-aspartate	C4H6NO4	-1.0	bp
MAM01370bp	aspartate	C4H6NO4	-1.0	bp
MAM01327bp	alpha-tocopherol	C29H50O2	0.0	bp
MAM01397bp	bilirubin-bisglucuronoside	C45H50N4O18	-2.0	bp
MAM01401bp	biotin	C10H15N2O3S	-1.0	bp
MAM01513bp	choline	C5H14NO	1.0	bp
MAM01445bp	cholate	C24H39O5	-1.0	bp
MAM01450bp	cholesterol	C27H46O	0.0	bp
MAM01588bp	citrulline	C6H13N3O3	0.0	bp
MAM01595bp	CO	CO	0.0	bp
MAM01596bp	CO2	CO2	0.0	bp
MAM02348bp	L-carnitine	C7H15NO3	0.0	bp
MAM01628bp	cysteine	C3H7NO2S	0.0	bp
MAM01630bp	cytidine	C9H13N3O5	0.0	bp
MAM01666bp	deoxyadenosine	C10H13N5O3	0.0	bp
MAM01668bp	deoxycytidine	C9H13N3O4	0.0	bp
MAM01669bp	deoxyguanosine	C10H13N5O4	0.0	bp
MAM01655bp	dehydroascorbic acid	C6H5O6	-1.0	bp
MAM01671bp	deoxyinosine	C10H12N4O4	0.0	bp
MAM01673bp	deoxyuridine	C9H12N2O5	0.0	bp
MAM01822bp	Fe3+	Fe	3.0	bp
MAM01840bp	fructose	C6H12O6	0.0	bp
MAM01910bp	galactose	C6H12O6	0.0	bp
MAM01962bp	glucosamine	C6H14NO5	1.0	bp
MAM01988bp	glycocholate	C26H43NO6	0.0	bp
MAM01965bp	glucose	C6H12O6	0.0	bp
MAM01975bp	glutamine	C5H10N2O3	0.0	bp
MAM01974bp	glutamate	C5H8NO4	-1.0	bp
MAM01986bp	glycine	C2H5NO2	0.0	bp
MAM02038bp	guanosine	C10H13N5O5	0.0	bp
MAM02039bp	H+	H	1.0	bp
MAM02040bp	H2O	H2O	0.0	bp
MAM02046bp	HCO3-	CHO3	-1.0	bp
MAM02675bp	palmitolate	C16H29O2	-1.0	bp
MAM02125bp	histidine	C6H9N3O2	0.0	bp
MAM02184bp	isoleucine	C6H13NO2	0.0	bp
MAM02170bp	inosine	C10H12N4O5	0.0	bp
MAM02200bp	K+	K	1.0	bp
MAM02403bp	L-lactate	C3H5O3	-1.0	bp
MAM02360bp	leucine	C6H13NO2	0.0	bp
MAM03715bp	Leucylleucine	C12H24N2O3	0.0	bp
MAM02387bp	linoleate	C18H31O2	-1.0	bp
MAM02389bp	linolenate	C18H29O2	-1.0	bp
MAM01932bp	gamma-linolenate	C18H29O2	-1.0	bp
MAM00656bp	2-lysolecithin pool	C8H19NO5PRCO2	0.0	bp
MAM02426bp	lysine	C6H15N2O2	1.0	bp
MAM02453bp	mannose	C6H12O6	0.0	bp
MAM02471bp	methionine	C5H11NO2S	0.0	bp
MAM02519bp	Na+	Na	1.0	bp
MAM02586bp	nicotinate	C6H4NO2	-1.0	bp
MAM02583bp	nicotinamide	C6H6N2O	0.0	bp
MAM02646bp	oleate	C18H33O2	-1.0	bp
MAM02642bp	octanoic acid	C8H15O2	-1.0	bp
MAM02658bp	ornithine	C5H13N2O2	1.0	bp
MAM02684bp	PC-LD pool	C10H18NO8PR2	0.0	bp
MAM02724bp	phenylalanine	C9H11NO2	0.0	bp
MAM02744bp	phylloquinone	C31H46O2	0.0	bp
MAM02751bp	Pi	HO4P	-2.0	bp
MAM02680bp	pantothenate	C9H16NO5	-1.0	bp
MAM02770bp	proline	C5H9NO2	0.0	bp
MAM02812bp	putrescine	C4H14N2	2.0	bp
MAM02815bp	pyridoxamine	C8H13N2O2	1.0	bp
MAM02813bp	pyridoxal	C8H9NO3	0.0	bp
MAM02817bp	pyridoxine	C8H11NO3	0.0	bp
MAM03102bp	ubiquinol	C59H92O4	0.0	bp
MAM02833bp	retinoate	C20H27O2	-1.0	bp
MAM02843bp	ribose	C5H10O5	0.0	bp
MAM02842bp	riboflavin	C17H20N4O6	0.0	bp
MAM01682bp	D-glucitol	C6H14O6	0.0	bp
MAM02896bp	serine	C3H7NO3	0.0	bp
MAM02923bp	spermidine	C7H22N3	3.0	bp
MAM02926bp	spermine	C10H30N4	4.0	bp
MAM02959bp	TAG-VLDL pool	C6H5O6R3	0.0	bp
MAM02961bp	taurine	C2H7NO3S	0.0	bp
MAM02963bp	taurocholate	C26H45NO7S	0.0	bp
MAM02982bp	thiamin	C12H17N4OS	1.0	bp
MAM02993bp	threonine	C4H9NO3	0.0	bp
MAM03089bp	tryptophan	C11H12N2O2	0.0	bp
MAM03101bp	tyrosine	C9H11NO3	0.0	bp
MAM03121bp	urea	CH4N2O	0.0	bp
MAM03123bp	uridine	C9H12N2O6	0.0	bp
MAM03135bp	valine	C5H11NO2	0.0	bp
MAM01451bp	cholesterol-ester pool	C28H45O2R	0.0	bp
MAM03155bp	xylitol	C5H12O5	0.0	bp
MAM01415luSI	calcidiol	C27H44O2	0.0	luSI
MAM02354luSI	L-dopa	C9H11NO4	0.0	luSI
MAM00970luSI	4-aminobutyrate	C4H9NO2	0.0	luSI
MAM01638luSI	D-alanine	C3H7NO2	0.0	luSI
MAM01334luSI	AMP	C10H12N5O7P	-2.0	luSI
MAM01362luSI	arachidonate	C20H31O2	-1.0	luSI
MAM01365luSI	arginine	C6H15N4O2	1.0	luSI
MAM01368luSI	ascorbate	C6H7O6	-1.0	luSI
MAM01641luSI	D-aspartate	C4H6NO4	-1.0	luSI
MAM01370luSI	aspartate	C4H6NO4	-1.0	luSI
MAM01327luSI	alpha-tocopherol	C29H50O2	0.0	luSI
MAM03483luSI	Beta-Glucans	C1200000H2200000O1100000	0.0	luSI
MAM01401luSI	biotin	C10H15N2O3S	-1.0	luSI
MAM01423luSI	carnosine	C9H14N4O3	0.0	luSI
MAM00745luSI	3alpha,12alpha-dihydroxy-5beta-cholanate	C24H39O4	-1.0	luSI
MAM01802luSI	FAD	C27H31N9O15P2	-2.0	luSI
MAM01988luSI	glycocholate	C26H43NO6	0.0	luSI
MAM03595luSI	Beta Glucan-Glycocholate Complex	C1200026H2200043NO1100006	0.0	luSI
MAM03604luSI	Beta Glucan-Taurocholic Acid Complex	C1200026H2200045NO1100007S	0.0	luSI
MAM03605luSI	Beta Glucan-Taurodeoxycholic Acid Complex	C1200026H2200044NO1100006S	-1.0	luSI
MAM01974luSI	glutamate	C5H8NO4	-1.0	luSI
MAM01992luSI	glycogenin G4G7	C1845H2835N455O583S14	0.0	luSI
MAM03626luSI	Glycylleucine	C8H16N2O3	0.0	luSI
MAM03629luSI	Glycyl-Phenylalanine	C11H14N2O3	0.0	luSI
MAM03630luSI	Glycylproline	C7H12N2O3	0.0	luSI
MAM03638luSI	Gums	C2760000H5060000O2530000	0.0	luSI
MAM03639luSI	Guar Gum-Deoxyxholic Acid Complex	C2760024H5060039O2530004	-1.0	luSI
MAM03640luSI	Guar Gum-Glycocholate Complex	C2760026H5060043NO2530006	0.0	luSI
MAM03641luSI	Guar Gum-Taurocholic Acid Complex	C2760026H5060045NO2530007S	0.0	luSI
MAM02040luSI	H2O	H2O	0.0	luSI
MAM02674luSI	palmitate	C16H31O2	-1.0	luSI
MAM02184luSI	isoleucine	C6H13NO2	0.0	luSI
MAM02200luSI	K+	K	1.0	luSI
MAM02403luSI	L-lactate	C3H5O3	-1.0	luSI
MAM02332luSI	lactose	C12H22O11	0.0	luSI
MAM03715luSI	Leucylleucine	C12H24N2O3	0.0	luSI
MAM02387luSI	linoleate	C18H31O2	-1.0	luSI
MAM02389luSI	linolenate	C18H29O2	-1.0	luSI
MAM01932luSI	gamma-linolenate	C18H29O2	-1.0	luSI
MAM02426luSI	lysine	C6H15N2O2	1.0	luSI
MAM02471luSI	methionine	C5H11NO2S	0.0	luSI
MAM02586luSI	nicotinate	C6H4NO2	-1.0	luSI
MAM02583luSI	nicotinamide	C6H6N2O	0.0	luSI
MAM02646luSI	oleate	C18H33O2	-1.0	luSI
MAM02658luSI	ornithine	C5H13N2O2	1.0	luSI
MAM02684luSI	PC-LD pool	C10H18NO8PR2	0.0	luSI
MAM03851luSI	Pectin	C2535H3509O2535	-1.0	luSI
MAM03852luSI	Pectin-Deoxycholic Acid Complex	C2559H3549O2539	-1.0	luSI
MAM03853luSI	Pectin-Glycocholate Complex	C2561H3553NO2541	0.0	luSI
MAM03854luSI	Pectin-Taurocholic Acid Complex	C2561H3555NO2542S	0.0	luSI
MAM02744luSI	phylloquinone	C31H46O2	0.0	luSI
MAM02751luSI	Pi	HO4P	-2.0	luSI
MAM02680luSI	pantothenate	C9H16NO5	-1.0	luSI
MAM02770luSI	proline	C5H9NO2	0.0	luSI
MAM03896luSI	L-Prolinylglycine	C7H12N2O3	0.0	luSI
MAM03907luSI	Psyllium	C9642006H15428700O8667414	0.0	luSI
MAM03908luSI	Psillium-Glycocholic Acid Complex	C9642032H15428743NO8667420	0.0	luSI
MAM03909luSI	Psyllium-Taurocholic Acid Complex	C9642032H15428745NO8667421S	0.0	luSI
MAM03910luSI	Psyllium-Taurodeoxycholic Acid Complex	C9642032H15428744NO8667420S	-1.0	luSI
MAM02812luSI	putrescine	C4H14N2	2.0	luSI
MAM02834luSI	retinol	C20H30O	0.0	luSI
MAM01682luSI	D-glucitol	C6H14O6	0.0	luSI
MAM02923luSI	spermidine	C7H22N3	3.0	luSI
MAM02926luSI	spermine	C10H30N4	4.0	luSI
MAM02936luSI	starch structure 1	C66H112O56	0.0	luSI
MAM02945luSI	sucrose	C12H22O11	0.0	luSI
MAM02959luSI	TAG-VLDL pool	C6H5O6R3	0.0	luSI
