ID	Name	GPR	Subsystem	Reaction	Reaction_eq	Lb	Ub	Mets_Coefficient	Metabolites	Coefficient	
Liver_Trans_MAM02997e			Exchange/demand reactions	MAM02997e => Liver_MAM02997e	thymine => thymine	0	1000	"{'Liver_MAM02997e': 1.0, 'MAM02997e': -1.0}"	"['Liver_MAM02997e', 'MAM02997e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM03089e			Exchange/demand reactions	Liver_MAM03089e => MAM03089e	tryptophan => tryptophan	0	1000	"{'Liver_MAM03089e': -1.0, 'MAM03089e': 1.0}"	"['Liver_MAM03089e', 'MAM03089e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM03135e			Exchange/demand reactions	Liver_MAM03135e => MAM03135e	valine => valine	0	1000	"{'Liver_MAM03135e': -1.0, 'MAM03135e': 1.0}"	"['Liver_MAM03135e', 'MAM03135e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM03148e			Exchange/demand reactions	MAM03148e => Liver_MAM03148e	xanthine => xanthine	0	1000	"{'Liver_MAM03148e': 1.0, 'MAM03148e': -1.0}"	"['Liver_MAM03148e', 'MAM03148e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM01307e			Exchange/demand reactions	MAM01307e => Liver_MAM01307e	alanine => alanine	0	1000	"{'MAM01307e': -1.0, 'Liver_MAM01307e': 1.0}"	"['MAM01307e', 'Liver_MAM01307e']"	"[-1.0, 1.0]"	PMID: 31545302
Brain_Trans_MAM01252e			Exchange/demand reactions	Brain_MAM01252e => MAM01252e	acetate => acetate	0	1000	"{'Brain_MAM01252e': -1.0, 'MAM01252e': 1.0}"	"['Brain_MAM01252e', 'MAM01252e']"	"[-1.0, 1.0]"	PMID: 36070684
Brain_Trans_MAM01587e			Exchange/demand reactions	Brain_MAM01587e => MAM01587e	citrate => citrate	0	1000	"{'Brain_MAM01587e': -1.0, 'MAM01587e': 1.0}"	"['Brain_MAM01587e', 'MAM01587e']"	"[-1.0, 1.0]"	PMID: 36070684
Brain_Trans_MAM01683e			Exchange/demand reactions	Brain_MAM01683e => MAM01683e	D-gluconic acid => D-gluconic acid	0	1000	"{'Brain_MAM01683e': -1.0, 'MAM01683e': 1.0}"	"['Brain_MAM01683e', 'MAM01683e']"	"[-1.0, 1.0]"	PMID: 36070684
Brain_Trans_MAM01965e			Exchange/demand reactions	MAM01965e => Brain_MAM01965e	glucose => glucose	0	1000	"{'Brain_MAM01965e': 1.0, 'MAM01965e': -1.0}"	"['Brain_MAM01965e', 'MAM01965e']"	"[1.0, -1.0]"	PMID: 36070684
Brain_Trans_MAM01974e			Exchange/demand reactions	MAM01974e => Brain_MAM01974e	glutamate => glutamate	0	1000	"{'Brain_MAM01974e': 1.0, 'MAM01974e': -1.0}"	"['Brain_MAM01974e', 'MAM01974e']"	"[1.0, -1.0]"	PMID: 36070684
Brain_Trans_MAM01004e			Exchange/demand reactions	Brain_MAM01004e => MAM01004e	4-hydroxyphenyllactate => 4-hydroxyphenyllactate	0	1000	"{'Brain_MAM01004e': -1.0, 'MAM01004e': 1.0}"	"['Brain_MAM01004e', 'MAM01004e']"	"[-1.0, 1.0]"	PMID: 36070684
Brain_Trans_MAM01729e			Exchange/demand reactions	Brain_MAM01729e => MAM01729e	dodecanoylcarnitine => dodecanoylcarnitine	0	1000	"{'Brain_MAM01729e': -1.0, 'MAM01729e': 1.0}"	"['Brain_MAM01729e', 'MAM01729e']"	"[-1.0, 1.0]"	PMID: 36070684
Brain_Trans_MAM02426e			Exchange/demand reactions	MAM02426e => Brain_MAM02426e	lysine => lysine	0	1000	"{'Brain_MAM02426e': 1.0, 'MAM02426e': -1.0}"	"['Brain_MAM02426e', 'MAM02426e']"	"[1.0, -1.0]"	PMID: 36070684
Brain_Trans_MAM02439e			Exchange/demand reactions	Brain_MAM02439e => MAM02439e	malate => malate	0	1000	"{'MAM02439e': 1.0, 'Brain_MAM02439e': -1.0}"	"['MAM02439e', 'Brain_MAM02439e']"	"[1.0, -1.0]"	PMID: 36070684
Brain_Trans_MAM02680e			Exchange/demand reactions	MAM02680e => Brain_MAM02680e	pantothenate => pantothenate	0	1000	"{'Brain_MAM02680e': 1.0, 'MAM02680e': -1.0}"	"['Brain_MAM02680e', 'MAM02680e']"	"[1.0, -1.0]"	PMID: 36070684
Brain_Trans_MAM02896e			Exchange/demand reactions	MAM02896e => Brain_MAM02896e	serine => serine	0	1000	"{'Brain_MAM02896e': 1.0, 'MAM02896e': -1.0}"	"['Brain_MAM02896e', 'MAM02896e']"	"[1.0, -1.0]"	PMID: 36070684
Brain_Trans_MAM02997e			Exchange/demand reactions	Brain_MAM02997e => MAM02997e	thymine => thymine	0	1000	"{'Brain_MAM02997e': -1.0, 'MAM02997e': 1.0}"	"['Brain_MAM02997e', 'MAM02997e']"	"[-1.0, 1.0]"	PMID: 36070684
Brain_Trans_MAM03120e			Exchange/demand reactions	Brain_MAM03120e => MAM03120e	urate => urate	0	1000	"{'Brain_MAM03120e': -1.0, 'MAM03120e': 1.0}"	"['Brain_MAM03120e', 'MAM03120e']"	"[-1.0, 1.0]"	PMID: 36070684
Brain_Trans_MAM03149e			Exchange/demand reactions	Brain_MAM03149e => MAM03149e	xanthosine => xanthosine	0	1000	"{'Brain_MAM03149e': -1.0, 'MAM03149e': 1.0}"	"['Brain_MAM03149e', 'MAM03149e']"	"[-1.0, 1.0]"	PMID: 36070684
Heart_MAR05571			Transport reactions	Heart_MAM01369c + Heart_MAM02184e <=> Heart_MAM01369e + Heart_MAM02184c	asparagine + isoleucine <=> asparagine + isoleucine	-1000	1000	"{'Heart_MAM01369c': -1.0, 'Heart_MAM02184c': 1.0, 'Heart_MAM01369e': 1.0, 'Heart_MAM02184e': -1.0}"	"['Heart_MAM01369c', 'Heart_MAM02184c', 'Heart_MAM01369e', 'Heart_MAM02184e']"	"[-1.0, 1.0, 1.0, -1.0]"	PMID: 31699973
Heart_MAR08408			Transport reactions	Heart_MAM02041c <=> Heart_MAM02041e	H2O2 <=> H2O2	-1000	1000	"{'Heart_MAM02041e': 1.0, 'Heart_MAM02041c': -1.0}"	"['Heart_MAM02041e', 'Heart_MAM02041c']"	"[1.0, -1.0]"	PMID: 31699973
Heart_Trans_MAM01401e			Exchange/demand reactions	Heart_MAM01401e => MAM01401e	biotin => biotin	0	1000	"{'Heart_MAM01401e': -1.0, 'MAM01401e': 1.0}"	"['Heart_MAM01401e', 'MAM01401e']"	"[-1.0, 1.0]"	PMID: 36070684
Heart_Trans_MAM01410e			Exchange/demand reactions	MAM01410e => Heart_MAM01410e	butyrate => butyrate	0	1000	"{'Heart_MAM01410e': 1.0, 'MAM01410e': -1.0}"	"['Heart_MAM01410e', 'MAM01410e']"	"[1.0, -1.0]"	PMID: 36070684
Heart_Trans_MAM01619e			Exchange/demand reactions	Heart_MAM01619e => MAM01619e	creatine => creatine	0	1000	"{'Heart_MAM01619e': -1.0, 'MAM01619e': 1.0}"	"['Heart_MAM01619e', 'MAM01619e']"	"[-1.0, 1.0]"	PMID: 36070684
Heart_Trans_MAM01629e			Exchange/demand reactions	Heart_MAM01629e => MAM01629e	cystine => cystine	0	1000	"{'Heart_MAM01629e': -1.0, 'MAM01629e': 1.0}"	"['Heart_MAM01629e', 'MAM01629e']"	"[-1.0, 1.0]"	PMID: 36070684
Heart_Trans_MAM01052e			Exchange/demand reactions	MAM01052e => Heart_MAM01052e	"5,6-Dihydrouracil => 5,6-Dihydrouracil"	0	1000	"{'Heart_MAM01052e': 1.0, 'MAM01052e': -1.0}"	"['Heart_MAM01052e', 'MAM01052e']"	"[1.0, -1.0]"	PMID: 36070684
Heart_Trans_MAM01974e			Exchange/demand reactions	Heart_MAM01974e => MAM01974e	glutamate => glutamate	0	1000	"{'Heart_MAM01974e': -1.0, 'MAM01974e': 1.0}"	"['Heart_MAM01974e', 'MAM01974e']"	"[-1.0, 1.0]"	PMID: 36070684
Heart_Trans_MAM01103e			Exchange/demand reactions	MAM01103e => Heart_MAM01103e	5-hydroxyindoleacetate => 5-hydroxyindoleacetate	0	1000	"{'Heart_MAM01103e': 1.0, 'MAM01103e': -1.0}"	"['Heart_MAM01103e', 'MAM01103e']"	"[1.0, -1.0]"	PMID: 36070684
Heart_Trans_MAM02157e			Exchange/demand reactions	Heart_MAM02157e => MAM02157e	hypotaurine => hypotaurine	0	1000	"{'MAM02157e': 1.0, 'Heart_MAM02157e': -1.0}"	"['MAM02157e', 'Heart_MAM02157e']"	"[1.0, -1.0]"	PMID: 36070684
Heart_Trans_MAM01127e			Exchange/demand reactions	MAM01127e => Heart_MAM01127e	5-oxoproline => 5-oxoproline	0	1000	"{'MAM01127e': -1.0, 'Heart_MAM01127e': 1.0}"	"['MAM01127e', 'Heart_MAM01127e']"	"[-1.0, 1.0]"	PMID: 36070684
Heart_Trans_MAM03923e			Exchange/demand reactions	Heart_MAM03923e => MAM03923e	Sebacicacid => Sebacicacid	0	1000	"{'Heart_MAM03923e': -1.0, 'MAM03923e': 1.0}"	"['Heart_MAM03923e', 'MAM03923e']"	"[-1.0, 1.0]"	PMID: 36070684
Heart_Trans_MAM03149e			Exchange/demand reactions	Heart_MAM03149e => MAM03149e	xanthosine => xanthosine	0	1000	"{'Heart_MAM03149e': -1.0, 'MAM03149e': 1.0}"	"['Heart_MAM03149e', 'MAM03149e']"	"[-1.0, 1.0]"	PMID: 36070684
Kidney_Trans_MAM00648e			Exchange/demand reactions	MAM00648e => Kidney_MAM00648e	2-hydroxybutyrate => 2-hydroxybutyrate	0	1000	"{'Kidney_MAM00648e': 1.0, 'MAM00648e': -1.0}"	"['Kidney_MAM00648e', 'MAM00648e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM00784e			Exchange/demand reactions	MAM00784e => Kidney_MAM00784e	3-hydroxyisobutyrate => 3-hydroxyisobutyrate	0	1000	"{'Kidney_MAM00784e': 1.0, 'MAM00784e': -1.0}"	"['Kidney_MAM00784e', 'MAM00784e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM00821e			Exchange/demand reactions	MAM00821e => Kidney_MAM00821e	3-methoxytyramine => 3-methoxytyramine	0	1000	"{'Kidney_MAM00821e': 1.0, 'MAM00821e': -1.0}"	"['Kidney_MAM00821e', 'MAM00821e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01033e			Exchange/demand reactions	MAM01033e => Kidney_MAM01033e	4-pyridoxate => 4-pyridoxate	0	1000	"{'Kidney_MAM01033e': 1.0, 'MAM01033e': -1.0}"	"['Kidney_MAM01033e', 'MAM01033e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01253e			Exchange/demand reactions	MAM01253e => Kidney_MAM01253e	acetoacetate => acetoacetate	0	1000	"{'Kidney_MAM01253e': 1.0, 'MAM01253e': -1.0}"	"['Kidney_MAM01253e', 'MAM01253e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02531e			Exchange/demand reactions	MAM02531e => Kidney_MAM02531e	N-acetyl-L-asparagine => N-acetyl-L-asparagine	0	1000	"{'Kidney_MAM02531e': 1.0, 'MAM02531e': -1.0}"	"['Kidney_MAM02531e', 'MAM02531e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM03401e			Exchange/demand reactions	MAM03401e => Kidney_MAM03401e	Acetyl-L-Lysine => Acetyl-L-Lysine	0	1000	"{'Kidney_MAM03401e': 1.0, 'MAM03401e': -1.0}"	"['Kidney_MAM03401e', 'MAM03401e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01580e			Exchange/demand reactions	MAM01580e => Kidney_MAM01580e	cis-aconitate => cis-aconitate	0	1000	"{'Kidney_MAM01580e': 1.0, 'MAM01580e': -1.0}"	"['Kidney_MAM01580e', 'MAM01580e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01306e			Exchange/demand reactions	MAM01306e => Kidney_MAM01306e	AKG => AKG	0	1000	"{'Kidney_MAM01306e': 1.0, 'MAM01306e': -1.0}"	"['Kidney_MAM01306e', 'MAM01306e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01313e			Exchange/demand reactions	MAM01313e => Kidney_MAM01313e	allantoin => allantoin	0	1000	"{'Kidney_MAM01313e': 1.0, 'MAM01313e': -1.0}"	"['Kidney_MAM01313e', 'MAM01313e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02322e			Exchange/demand reactions	MAM02322e => Kidney_MAM02322e	L-2-aminoadipate => L-2-aminoadipate	0	1000	"{'Kidney_MAM02322e': 1.0, 'MAM02322e': -1.0}"	"['Kidney_MAM02322e', 'MAM02322e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01074e			Exchange/demand reactions	MAM01074e => Kidney_MAM01074e	5-aminolevulinate => 5-aminolevulinate	0	1000	"{'Kidney_MAM01074e': 1.0, 'MAM01074e': -1.0}"	"['Kidney_MAM01074e', 'MAM01074e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01370e			Exchange/demand reactions	MAM01370e => Kidney_MAM01370e	aspartate => aspartate	0	1000	"{'Kidney_MAM01370e': 1.0, 'MAM01370e': -1.0}"	"['Kidney_MAM01370e', 'MAM01370e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01401e			Exchange/demand reactions	MAM01401e => Kidney_MAM01401e	biotin => biotin	0	1000	"{'Kidney_MAM01401e': 1.0, 'MAM01401e': -1.0}"	"['Kidney_MAM01401e', 'MAM01401e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01423e			Exchange/demand reactions	MAM01423e => Kidney_MAM01423e	carnosine => carnosine	0	1000	"{'Kidney_MAM01423e': 1.0, 'MAM01423e': -1.0}"	"['Kidney_MAM01423e', 'MAM01423e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01587e			Exchange/demand reactions	MAM01587e => Kidney_MAM01587e	citrate => citrate	0	1000	"{'Kidney_MAM01587e': 1.0, 'MAM01587e': -1.0}"	"['Kidney_MAM01587e', 'MAM01587e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01588e			Exchange/demand reactions	MAM01588e => Kidney_MAM01588e	citrulline => citrulline	0	1000	"{'Kidney_MAM01588e': 1.0, 'MAM01588e': -1.0}"	"['Kidney_MAM01588e', 'MAM01588e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01621e			Exchange/demand reactions	MAM01621e => Kidney_MAM01621e	creatinine => creatinine	0	1000	"{'Kidney_MAM01621e': 1.0, 'MAM01621e': -1.0}"	"['Kidney_MAM01621e', 'MAM01621e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01629e			Exchange/demand reactions	Kidney_MAM01629e => MAM01629e	cystine => cystine	0	1000	"{'MAM01629e': 1.0, 'Kidney_MAM01629e': -1.0}"	"['MAM01629e', 'Kidney_MAM01629e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01630e			Exchange/demand reactions	MAM01630e => Kidney_MAM01630e	cytidine => cytidine	0	1000	"{'Kidney_MAM01630e': 1.0, 'MAM01630e': -1.0}"	"['Kidney_MAM01630e', 'MAM01630e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01668e			Exchange/demand reactions	MAM01668e => Kidney_MAM01668e	deoxycytidine => deoxycytidine	0	1000	"{'Kidney_MAM01668e': 1.0, 'MAM01668e': -1.0}"	"['Kidney_MAM01668e', 'MAM01668e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01671e			Exchange/demand reactions	MAM01671e => Kidney_MAM01671e	deoxyinosine => deoxyinosine	0	1000	"{'Kidney_MAM01671e': 1.0, 'MAM01671e': -1.0}"	"['Kidney_MAM01671e', 'MAM01671e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01673e			Exchange/demand reactions	MAM01673e => Kidney_MAM01673e	deoxyuridine => deoxyuridine	0	1000	"{'Kidney_MAM01673e': 1.0, 'MAM01673e': -1.0}"	"['Kidney_MAM01673e', 'MAM01673e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01862e			Exchange/demand reactions	MAM01862e => Kidney_MAM01862e	fumarate => fumarate	0	1000	"{'Kidney_MAM01862e': 1.0, 'MAM01862e': -1.0}"	"['Kidney_MAM01862e', 'MAM01862e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01965e			Exchange/demand reactions	Kidney_MAM01965e => MAM01965e	glucose => glucose	0	1000	"{'Kidney_MAM01965e': -1.0, 'MAM01965e': 1.0}"	"['Kidney_MAM01965e', 'MAM01965e']"	"[-1.0, 1.0]"	PMID: 36070684
Kidney_Trans_MAM01974e			Exchange/demand reactions	MAM01974e => Kidney_MAM01974e	glutamate => glutamate	0	1000	"{'Kidney_MAM01974e': 1.0, 'MAM01974e': -1.0}"	"['Kidney_MAM01974e', 'MAM01974e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01975e			Exchange/demand reactions	MAM01975e => Kidney_MAM01975e	glutamine => glutamine	0	1000	"{'Kidney_MAM01975e': 1.0, 'MAM01975e': -1.0}"	"['Kidney_MAM01975e', 'MAM01975e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01982e			Exchange/demand reactions	MAM01982e => Kidney_MAM01982e	glycerate => glycerate	0	1000	"{'Kidney_MAM01982e': 1.0, 'MAM01982e': -1.0}"	"['Kidney_MAM01982e', 'MAM01982e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM00913e			Exchange/demand reactions	MAM00913e => Kidney_MAM00913e	3-phospho-D-glycerate => 3-phospho-D-glycerate	0	1000	"{'Kidney_MAM00913e': 1.0, 'MAM00913e': -1.0}"	"['Kidney_MAM00913e', 'MAM00913e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02036e			Exchange/demand reactions	Kidney_MAM02036e => MAM02036e	guanidinoacetate => guanidinoacetate	0	1000	"{'Kidney_MAM02036e': -1.0, 'MAM02036e': 1.0}"	"['Kidney_MAM02036e', 'MAM02036e']"	"[-1.0, 1.0]"	PMID: 36070684
Kidney_Trans_MAM02411e			Exchange/demand reactions	MAM02411e => Kidney_MAM02411e	L-palmitoylcarnitine => L-palmitoylcarnitine	0	1000	"{'Kidney_MAM02411e': 1.0, 'MAM02411e': -1.0}"	"['Kidney_MAM02411e', 'MAM02411e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02132e			Exchange/demand reactions	MAM02132e => Kidney_MAM02132e	homocarnosine => homocarnosine	0	1000	"{'Kidney_MAM02132e': 1.0, 'MAM02132e': -1.0}"	"['Kidney_MAM02132e', 'MAM02132e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01103e			Exchange/demand reactions	MAM01103e => Kidney_MAM01103e	5-hydroxyindoleacetate => 5-hydroxyindoleacetate	0	1000	"{'Kidney_MAM01103e': 1.0, 'MAM01103e': -1.0}"	"['Kidney_MAM01103e', 'MAM01103e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01005e			Exchange/demand reactions	MAM01005e => Kidney_MAM01005e	4-hydroxyphenylpyruvate => 4-hydroxyphenylpyruvate	0	1000	"{'Kidney_MAM01005e': 1.0, 'MAM01005e': -1.0}"	"['Kidney_MAM01005e', 'MAM01005e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM03037e			Exchange/demand reactions	MAM03037e => Kidney_MAM03037e	trans-4-hydroxy-L-proline => trans-4-hydroxy-L-proline	0	1000	"{'Kidney_MAM03037e': 1.0, 'MAM03037e': -1.0}"	"['Kidney_MAM03037e', 'MAM03037e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02169e			Exchange/demand reactions	MAM02169e => Kidney_MAM02169e	indoleacetate => indoleacetate	0	1000	"{'Kidney_MAM02169e': 1.0, 'MAM02169e': -1.0}"	"['Kidney_MAM02169e', 'MAM02169e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02171e			Exchange/demand reactions	MAM02171e => Kidney_MAM02171e	inositol => inositol	0	1000	"{'Kidney_MAM02171e': 1.0, 'MAM02171e': -1.0}"	"['Kidney_MAM02171e', 'MAM02171e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02402e			Exchange/demand reactions	MAM02402e => Kidney_MAM02402e	lithocholate => lithocholate	0	1000	"{'Kidney_MAM02402e': 1.0, 'MAM02402e': -1.0}"	"['Kidney_MAM02402e', 'MAM02402e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02426e			Exchange/demand reactions	Kidney_MAM02426e => MAM02426e	lysine => lysine	0	1000	"{'Kidney_MAM02426e': -1.0, 'MAM02426e': 1.0}"	"['Kidney_MAM02426e', 'MAM02426e']"	"[-1.0, 1.0]"	PMID: 36070684
Kidney_Trans_MAM02439e			Exchange/demand reactions	MAM02439e => Kidney_MAM02439e	malate => malate	0	1000	"{'Kidney_MAM02439e': 1.0, 'MAM02439e': -1.0}"	"['Kidney_MAM02439e', 'MAM02439e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02471e			Exchange/demand reactions	Kidney_MAM02471e => MAM02471e	methionine => methionine	0	1000	"{'Kidney_MAM02471e': -1.0, 'MAM02471e': 1.0}"	"['Kidney_MAM02471e', 'MAM02471e']"	"[-1.0, 1.0]"	PMID: 36070684
Kidney_Trans_MAM02479e			Exchange/demand reactions	MAM02479e => Kidney_MAM02479e	methylmalonate => methylmalonate	0	1000	"{'Kidney_MAM02479e': 1.0, 'MAM02479e': -1.0}"	"['Kidney_MAM02479e', 'MAM02479e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02517e			Exchange/demand reactions	MAM02517e => Kidney_MAM02517e	"N6,N6,N6-trimethyl-L-lysine => N6,N6,N6-trimethyl-L-lysine"	0	1000	"{'Kidney_MAM02517e': 1.0, 'MAM02517e': -1.0}"	"['Kidney_MAM02517e', 'MAM02517e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02532e			Exchange/demand reactions	MAM02532e => Kidney_MAM02532e	N-acetyl-L-aspartate => N-acetyl-L-aspartate	0	1000	"{'Kidney_MAM02532e': 1.0, 'MAM02532e': -1.0}"	"['Kidney_MAM02532e', 'MAM02532e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02536e			Exchange/demand reactions	MAM02536e => Kidney_MAM02536e	N-acetyl-L-glutamate => N-acetyl-L-glutamate	0	1000	"{'Kidney_MAM02536e': 1.0, 'MAM02536e': -1.0}"	"['Kidney_MAM02536e', 'MAM02536e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02409e			Exchange/demand reactions	MAM02409e => Kidney_MAM02409e	L-octanoylcarnitine => L-octanoylcarnitine	0	1000	"{'Kidney_MAM02409e': 1.0, 'MAM02409e': -1.0}"	"['Kidney_MAM02409e', 'MAM02409e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01798e			Exchange/demand reactions	MAM01798e => Kidney_MAM01798e	ethanolamine-phosphate => ethanolamine-phosphate	0	1000	"{'Kidney_MAM01798e': 1.0, 'MAM01798e': -1.0}"	"['Kidney_MAM01798e', 'MAM01798e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02658e			Exchange/demand reactions	MAM02658e => Kidney_MAM02658e	ornithine => ornithine	0	1000	"{'Kidney_MAM02658e': 1.0, 'MAM02658e': -1.0}"	"['Kidney_MAM02658e', 'MAM02658e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02720e			Exchange/demand reactions	Kidney_MAM02720e => MAM02720e	phenylacetate => phenylacetate	0	1000	"{'Kidney_MAM02720e': -1.0, 'MAM02720e': 1.0}"	"['Kidney_MAM02720e', 'MAM02720e']"	"[-1.0, 1.0]"	PMID: 36070684
Kidney_Trans_MAM02723e			Exchange/demand reactions	MAM02723e => Kidney_MAM02723e	phenylacetylglycine => phenylacetylglycine	0	1000	"{'Kidney_MAM02723e': 1.0, 'MAM02723e': -1.0}"	"['Kidney_MAM02723e', 'MAM02723e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02724e			Exchange/demand reactions	Kidney_MAM02724e => MAM02724e	phenylalanine => phenylalanine	0	1000	"{'Kidney_MAM02724e': -1.0, 'MAM02724e': 1.0}"	"['Kidney_MAM02724e', 'MAM02724e']"	"[-1.0, 1.0]"	PMID: 36070684
Kidney_Trans_MAM01127e			Exchange/demand reactions	MAM01127e => Kidney_MAM01127e	5-oxoproline => 5-oxoproline	0	1000	"{'Kidney_MAM01127e': 1.0, 'MAM01127e': -1.0}"	"['Kidney_MAM01127e', 'MAM01127e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02843e			Exchange/demand reactions	MAM02843e => Kidney_MAM02843e	ribose => ribose	0	1000	"{'Kidney_MAM02843e': 1.0, 'MAM02843e': -1.0}"	"['Kidney_MAM02843e', 'MAM02843e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02896e			Exchange/demand reactions	Kidney_MAM02896e => MAM02896e	serine => serine	0	1000	"{'Kidney_MAM02896e': -1.0, 'MAM02896e': 1.0}"	"['Kidney_MAM02896e', 'MAM02896e']"	"[-1.0, 1.0]"	PMID: 36070684
Kidney_Trans_MAM02897e			Exchange/demand reactions	MAM02897e => Kidney_MAM02897e	serotonin => serotonin	0	1000	"{'Kidney_MAM02897e': 1.0, 'MAM02897e': -1.0}"	"['Kidney_MAM02897e', 'MAM02897e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM01116e			Exchange/demand reactions	MAM01116e => Kidney_MAM01116e	5-methylthioadenosine => 5-methylthioadenosine	0	1000	"{'Kidney_MAM01116e': 1.0, 'MAM01116e': -1.0}"	"['Kidney_MAM01116e', 'MAM01116e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02943e			Exchange/demand reactions	MAM02943e => Kidney_MAM02943e	succinate => succinate	0	1000	"{'Kidney_MAM02943e': 1.0, 'MAM02943e': -1.0}"	"['Kidney_MAM02943e', 'MAM02943e']"	"[1.0, -1.0]"	PMID: 36070684
Kidney_Trans_MAM02996e			Exchange/demand reactions	MAM02996e => Kidney_MAM02996e	thymidine => thymidine	0	1000	"{'Kidney_MAM02996e': 1.0, 'MAM02996e': -1.0}"	"['Kidney_MAM02996e', 'MAM02996e']"	"[1.0, -1.0]"	PMID: 36070684
