ID	Name	GPR	Subsystem	Reaction	Reaction_eq	Lb	Ub	Mets_Coefficient	Metabolites	Coefficient	
Diet_EX_cys_L[d]			Exchange/demand reactions	MAM01628e <=> 	cysteine <=> 	-1000	1000	{'MAM01628e': -1.0}	['MAM01628e']	[-1.0]	Exchange/demand reactions
Diet_EX_glu_L[d]			Exchange/demand reactions	MAM01974e <=> 	glutamate <=> 	-1000	1000	{'MAM01974e': -1.0}	['MAM01974e']	[-1.0]	Exchange/demand reactions
Diet_EX_thr_L[d]			Exchange/demand reactions	MAM02993e <=> 	threonine <=> 	-1000	1000	{'MAM02993e': -1.0}	['MAM02993e']	[-1.0]	Exchange/demand reactions
Diet_EX_arg_L[d]			Exchange/demand reactions	MAM01365e <=> 	arginine <=> 	-1000	1000	{'MAM01365e': -1.0}	['MAM01365e']	[-1.0]	Exchange/demand reactions
Diet_EX_asp_L[d]			Exchange/demand reactions	MAM01370e <=> 	aspartate <=> 	-1000	1000	{'MAM01370e': -1.0}	['MAM01370e']	[-1.0]	Exchange/demand reactions
Diet_EX_pro_L[d]			Exchange/demand reactions	MAM02770e <=> 	proline <=> 	-1000	1000	{'MAM02770e': -1.0}	['MAM02770e']	[-1.0]	Exchange/demand reactions
Diet_EX_ile_L[d]			Exchange/demand reactions	MAM02184e <=> 	isoleucine <=> 	-1000	1000	{'MAM02184e': -1.0}	['MAM02184e']	[-1.0]	Exchange/demand reactions
Diet_EX_trp_L[d]			Exchange/demand reactions	MAM03089e <=> 	tryptophan <=> 	-1000	1000	{'MAM03089e': -1.0}	['MAM03089e']	[-1.0]	Exchange/demand reactions
Diet_EX_his_L[d]			Exchange/demand reactions	MAM02125e <=> 	histidine <=> 	-1000	1000	{'MAM02125e': -1.0}	['MAM02125e']	[-1.0]	Exchange/demand reactions
Diet_EX_lys_L[d]			Exchange/demand reactions	MAM02426e <=> 	lysine <=> 	-1000	1000	{'MAM02426e': -1.0}	['MAM02426e']	[-1.0]	Exchange/demand reactions
Diet_EX_phe_L[d]			Exchange/demand reactions	MAM02724e <=> 	phenylalanine <=> 	-1000	1000	{'MAM02724e': -1.0}	['MAM02724e']	[-1.0]	Exchange/demand reactions
Diet_EX_ala_L[d]			Exchange/demand reactions	MAM01307e <=> 	alanine <=> 	-1000	1000	{'MAM01307e': -1.0}	['MAM01307e']	[-1.0]	Exchange/demand reactions
Diet_EX_ser_L[d]			Exchange/demand reactions	MAM02896e <=> 	serine <=> 	-1000	1000	{'MAM02896e': -1.0}	['MAM02896e']	[-1.0]	Exchange/demand reactions
Diet_EX_gly[d]			Exchange/demand reactions	MAM01986e <=> 	glycine <=> 	-1000	1000	{'MAM01986e': -1.0}	['MAM01986e']	[-1.0]	Exchange/demand reactions
Diet_EX_Lcystin[d]			Exchange/demand reactions	MAM01629e <=> 	cystine <=> 	-1000	1000	{'MAM01629e': -1.0}	['MAM01629e']	[-1.0]	Exchange/demand reactions
Diet_EX_leu_L[d]			Exchange/demand reactions	MAM02360e <=> 	leucine <=> 	-1000	1000	{'MAM02360e': -1.0}	['MAM02360e']	[-1.0]	Exchange/demand reactions
Diet_EX_met_L[d]			Exchange/demand reactions	MAM02471e <=> 	methionine <=> 	-1000	1000	{'MAM02471e': -1.0}	['MAM02471e']	[-1.0]	Exchange/demand reactions
Diet_EX_asn_L[d]			Exchange/demand reactions	MAM01369e <=> 	asparagine <=> 	-1000	1000	{'MAM01369e': -1.0}	['MAM01369e']	[-1.0]	Exchange/demand reactions
Diet_EX_gln_L[d]			Exchange/demand reactions	MAM01975e <=> 	glutamine <=> 	-1000	1000	{'MAM01975e': -1.0}	['MAM01975e']	[-1.0]	Exchange/demand reactions
Diet_EX_ala_D[d]			Exchange/demand reactions	MAM01638e <=> 	D-alanine <=> 	-1000	1000	{'MAM01638e': -1.0}	['MAM01638e']	[-1.0]	Exchange/demand reactions
Diet_EX_tyr_L[d]			Exchange/demand reactions	MAM03101e <=> 	tyrosine <=> 	-1000	1000	{'MAM03101e': -1.0}	['MAM03101e']	[-1.0]	Exchange/demand reactions
Diet_EX_val_L[d]			Exchange/demand reactions	MAM03135e <=> 	valine <=> 	-1000	1000	{'MAM03135e': -1.0}	['MAM03135e']	[-1.0]	Exchange/demand reactions
EX_Brain_MAM02579e			Transport reactions	MAM02579e <=> Brain_MAM02579e	NH4+ <=> Brain_NH4+	-1000	1000	"{'MAM02579e': -1.0, 'Brain_MAM02579e':1.0}"	"['MAM02579e', 'Brain_MAM02579e']"	"[-1.0, 1.0]"	Transport reactions
EX_Heart_MAM02579e			Transport reactions	MAM02579e <=> Heart_MAM02579e	NH4+ <=> Heart_NH4+	-1000	1000	"{'MAM02579e': -1.0, 'Heart_MAM02579e':1.0}"	"['MAM02579e', 'Heart_MAM02579e']"	"[-1.0, 1.0]"	Transport reactions
EX_Lung_MAM02579e			Transport reactions	MAM02579e <=> Lung_MAM02579e	NH4+ <=> Lung_NH4+	-1000	1000	"{'MAM02579e': -1.0, 'Lung_MAM02579e':1.0}"	"['MAM02579e', 'Lung_MAM02579e']"	"[-1.0, 1.0]"	Transport reactions
EX_Liver_MAM02579e			Transport reactions	MAM02579e <=> Liver_MAM02579e	NH4+ <=> Liver_NH4+	-1000	1000	"{'MAM02579e': -1.0, 'Liver_MAM02579e':1.0}"	"['MAM02579e', 'Liver_MAM02579e']"	"[-1.0, 1.0]"	Transport reactions
EX_Kidney_MAM02579e			Transport reactions	MAM02579e <=> Kidney_MAM02579e	NH4+ <=> Kidney_NH4+	-1000	1000	"{'MAM02579e': -1.0, 'Kidney_MAM02579e':1.0}"	"['MAM02579e', 'Kidney_MAM02579e']"	"[-1.0, 1.0]"	Transport reactions
EX_Muscle_MAM02579e			Transport reactions	MAM02579e <=> Muscle_MAM02579e	NH4+ <=> Muscle_NH4+	-1000	1000	"{'MAM02579e': -1.0, 'Muscle_MAM02579e':1.0}"	"['MAM02579e', 'Muscle_MAM02579e']"	"[-1.0, 1.0]"	Transport reactions
EX_Skin_MAM02579e			Transport reactions	MAM02579e <=> Skin_MAM02579e	NH4+ <=> Skin_NH4+	-1000	1000	"{'MAM02579e': -1.0, 'Skin_MAM02579e':1.0}"	"['MAM02579e', 'Skin_MAM02579e']"	"[-1.0, 1.0]"	Transport reactions
MAR11420			Exchange/demand reactions	MAM02579e <=>	NH4+ <=>	-1000	1000	{'MAM02579e': -1.0}	['MAM02579e']	[-1.0]	Exchange/demand reactions
EX_Brain_MAM02578e			Transport reactions	MAM02578e <=> Brain_MAM02578e	NH3 <=> Brain_NH3	-1000	1000	"{'MAM02578e': -1.0, 'Brain_MAM02578e':1.0}"	"['MAM02578e', 'Brain_MAM02578e']"	"[-1.0, 1.0]"	Transport reactions
EX_Heart_MAM02578e			Transport reactions	MAM02578e <=> Heart_MAM02578e	NH3 <=> Heart_NH3	-1000	1000	"{'MAM02578e': -1.0, 'Heart_MAM02578e':1.0}"	"['MAM02578e', 'Heart_MAM02578e']"	"[-1.0, 1.0]"	Transport reactions
EX_Lung_MAM02578e			Transport reactions	MAM02578e <=> Lung_MAM02578e	NH3 <=> Lung_NH3	-1000	1000	"{'MAM02578e': -1.0, 'Lung_MAM02578e':1.0}"	"['MAM02578e', 'Lung_MAM02578e']"	"[-1.0, 1.0]"	Transport reactions
EX_Liver_MAM02578e			Transport reactions	MAM02578e <=> Liver_MAM02578e	NH3 <=> Liver_NH3	-1000	1000	"{'MAM02578e': -1.0, 'Liver_MAM02578e':1.0}"	"['MAM02578e', 'Liver_MAM02578e']"	"[-1.0, 1.0]"	Transport reactions
EX_Kidney_MAM02578e			Transport reactions	MAM02578e <=> Kidney_MAM02578e	NH3 <=> Kidney_NH3	-1000	1000	"{'MAM02578e': -1.0, 'Kidney_MAM02578e':1.0}"	"['MAM02578e', 'Kidney_MAM02578e']"	"[-1.0, 1.0]"	Transport reactions
EX_Muscle_MAM02578e			Transport reactions	MAM02578e <=> Muscle_MAM02578e	NH3 <=> Muscle_NH3	-1000	1000	"{'MAM02578e': -1.0, 'Muscle_MAM02578e':1.0}"	"['MAM02578e', 'Muscle_MAM02578e']"	"[-1.0, 1.0]"	Transport reactions
EX_Skin_MAM02578e			Transport reactions	MAM02578e <=> Skin_MAM02578e	NH3 <=> Skin_NH3	-1000	1000	"{'MAM02578e': -1.0, 'Skin_MAM02578e':1.0}"	"['MAM02578e', 'Skin_MAM02578e']"	"[-1.0, 1.0]"	Transport reactions
MAR09073			Exchange/demand reactions	MAM02578e <=>	NH3 <=> 	-1000	1000	{'MAM02578e': -1.0}	['MAM02578e']	[-1.0]	Exchange/demand reactions
