cellLine	TP	TN	FP	FN	accuracy	sensitivity	specificity	F1	MCC
ACH-000502	103	2296	151	184	0.877468910021946	0.358885017421603	0.938291785860237	0.380776340110906	0.313783527546007
ACH-000677	105	2281	154	194	0.872713972201902	0.351170568561873	0.936755646817248	0.376344086021505	0.306851889581716
ACH-001736	118	2279	133	204	0.876737381126555	0.366459627329193	0.94485903814262	0.411867364746946	0.347533382375566
ACH-001407	98	2290	152	194	0.873445501097293	0.335616438356164	0.937755937755938	0.361623616236162	0.292936226648234
ACH-001328	85	2280	160	209	0.865032918800293	0.289115646258503	0.934426229508197	0.315398886827458	0.242455465592097
ACH-001391	84	2312	165	173	0.876371616678859	0.326848249027237	0.933387161889382	0.33201581027668	0.263956941023783
ACH-001433	103	2288	138	205	0.87454279444038	0.334415584415584	0.943116240725474	0.375227686703097	0.309502304982187
ACH-000469	90	2295	149	200	0.872348207754206	0.310344827586207	0.939034369885434	0.340264650283554	0.27187895831225
ACH-001061	116	2299	141	178	0.883321141185077	0.394557823129252	0.942213114754098	0.421052631578947	0.357498002719845
ACH-001301	77	2310	177	170	0.873079736649598	0.311740890688259	0.928829915560917	0.307385229540918	0.23756726300265
ACH-001278	99	2271	150	214	0.866861741038771	0.31629392971246	0.938042131350681	0.352313167259786	0.281458672145416
ACH-001322	91	2310	151	182	0.878200438917337	0.333333333333333	0.938642828118651	0.353398058252427	0.287068981486433
ACH-001650	85	2300	170	179	0.872348207754206	0.321969696969697	0.931174089068826	0.327552986512524	0.25710431033586
ACH-001302	84	2300	160	190	0.871982443306511	0.306569343065693	0.934959349593496	0.324324324324324	0.254399924960541
ACH-001645	76	2308	187	163	0.871982443306511	0.317991631799163	0.925050100200401	0.302788844621514	0.232809570683253
ACH-001568	98	2305	144	187	0.878931967812729	0.343859649122807	0.941200489995917	0.371916508538899	0.306670226064072
ACH-001750	90	2321	159	164	0.881858083394294	0.354330708661417	0.935887096774194	0.357852882703777	0.292822121234754
ACH-001277	90	2295	160	189	0.872348207754206	0.32258064516129	0.934826883910387	0.340264650283554	0.270335633968145
ACH-000484	80	2306	157	191	0.872713972201902	0.29520295202952	0.936256597645148	0.31496062992126	0.245815073776711
ACH-001275	88	2283	161	202	0.867227505486467	0.303448275862069	0.934124386252046	0.326530612244898	0.254263015806625
ACH-000516	77	2308	184	165	0.872348207754206	0.318181818181818	0.926163723916533	0.306163021868787	0.236185814602913
ACH-001183	69	2307	186	172	0.869056327724945	0.286307053941909	0.925391095066185	0.278225806451613	0.206385113098655
ACH-001303	84	2304	153	193	0.873445501097293	0.303249097472924	0.937728937728938	0.326848249027237	0.258426161955878
ACH-000206	98	2285	160	191	0.871616678858815	0.339100346020761	0.934560327198364	0.358318098720293	0.287816422681833
ACH-001067	88	2283	172	191	0.867227505486467	0.315412186379928	0.929938900203666	0.326530612244898	0.253179952419074
ACH-001458	104	2267	141	222	0.867227505486467	0.319018404907975	0.941445182724252	0.364273204903678	0.295521150653995
ACH-001336	79	2310	167	178	0.873811265544989	0.307392996108949	0.932579733548648	0.314115308151093	0.244736483160023
ACH-001283	86	2302	163	183	0.873445501097293	0.319702602230483	0.933874239350913	0.332046332046332	0.2625012162225
ACH-001280	93	2273	154	214	0.865398683247988	0.302931596091205	0.936547177585497	0.335740072202166	0.263745301841876
ACH-000917	101	2295	142	196	0.876371616678859	0.34006734006734	0.941731637258925	0.374074074074074	0.308145195943792
ACH-001715	93	2298	160	183	0.87454279444038	0.33695652173913	0.934906427990236	0.351606805293006	0.282632345276118
ACH-001554	95	2305	142	192	0.877834674469642	0.331010452961672	0.941969758888435	0.362595419847328	0.297375821875126
ACH-001521	82	2297	162	193	0.870153621068032	0.298181818181818	0.934119560797072	0.315992292870906	0.245077144997633
ACH-000649	82	2297	167	188	0.870153621068032	0.303703703703704	0.932224025974026	0.315992292870906	0.244634865083748
ACH-001536	83	2306	153	192	0.873811265544989	0.301818181818182	0.937779585197235	0.324853228962818	0.256611525824277
ACH-001289	91	2301	156	186	0.874908558888076	0.328519855595668	0.936507936507937	0.347328244274809	0.278963582740031
ACH-001295	75	2321	181	157	0.876371616678859	0.323275862068966	0.927657873701039	0.307377049180328	0.240035824601014
ACH-001380	108	2278	134	214	0.872713972201902	0.335403726708075	0.944444444444444	0.382978723404255	0.317583081742262
ACH-001368	106	2299	139	190	0.87966349670812	0.358108108108108	0.94298605414274	0.391866913123845	0.327543926550213
ACH-000765	112	2277	159	186	0.873811265544989	0.375838926174497	0.934729064039409	0.393673110720562	0.323881852225054
ACH-001038	104	2294	145	191	0.87710314557425	0.352542372881356	0.940549405494055	0.382352941176471	0.316051367743045
ACH-001353	75	2306	164	189	0.870885149963424	0.284090909090909	0.933603238866397	0.298210735586481	0.227647543942691
ACH-001524	66	2319	188	161	0.872348207754206	0.290748898678414	0.925009972078181	0.274428274428274	0.205076575774869
ACH-001375	75	2313	183	163	0.873445501097293	0.315126050420168	0.926682692307692	0.30241935483871	0.233183380923617
ACH-001228	87	2312	166	169	0.877468910021946	0.33984375	0.933010492332526	0.341846758349705	0.274301196201603
ACH-001197	101	2300	138	195	0.878200438917337	0.341216216216216	0.943396226415094	0.377570093457944	0.31309949221742
ACH-000778	91	2289	162	192	0.870519385515728	0.321554770318021	0.93390452876377	0.33955223880597	0.268542450060833
ACH-000910	118	2284	131	201	0.878566203365033	0.369905956112853	0.945755693581781	0.415492957746479	0.352219065809525
ACH-001329	65	2329	197	143	0.875640087783467	0.3125	0.922011084718923	0.276595744680851	0.211220874912578
ACH-001001	103	2287	149	195	0.874177029992685	0.345637583892617	0.938834154351396	0.374545454545455	0.306467722943771
ACH-000452	84	2323	162	165	0.880395025603511	0.337349397590361	0.934808853118712	0.339393939393939	0.273647593588079
ACH-000097	104	2288	149	193	0.874908558888076	0.35016835016835	0.93885925318014	0.378181818181818	0.310364234222705
ACH-000688	97	2289	147	201	0.872713972201902	0.325503355704698	0.939655172413793	0.357933579335793	0.289839643538824
ACH-001390	92	2248	158	236	0.855888807607901	0.280487804878049	0.934330839567747	0.318339100346021	0.242164737967746
ACH-001654	85	2324	162	163	0.881126554498903	0.342741935483871	0.934835076427997	0.343434343434343	0.278082417057686
ACH-001377	83	2326	152	173	0.881126554498903	0.32421875	0.938660209846651	0.338085539714868	0.273218059299411
ACH-000160	103	2290	153	188	0.875274323335772	0.353951890034364	0.937372083503889	0.376599634369287	0.308399609325104
ACH-000976	100	2297	136	201	0.876737381126555	0.332225913621262	0.944101931771475	0.37243947858473	0.307982992509273
ACH-000332	72	2327	174	161	0.877468910021946	0.309012875536481	0.930427828868453	0.30062630480167	0.23363615281705
ACH-001274	109	2265	160	200	0.868324798829554	0.352750809061489	0.934020618556701	0.377162629757785	0.304850132226239
ACH-000935	96	2273	157	208	0.866495976591075	0.315789473684211	0.935390946502058	0.344703770197487	0.272490940886793
ACH-001413	81	2300	179	174	0.870885149963424	0.317647058823529	0.927793465106898	0.314563106796116	0.243314561857507
ACH-000428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ACH-000485	93	2308	153	180	0.878200438917337	0.340659340659341	0.937830150345388	0.358381502890173	0.291778441499241
ACH-001374	85	2261	153	235	0.858083394294075	0.265625	0.936619718309859	0.304659498207885	0.230626942628809
ACH-001193	87	2288	152	207	0.868690563277249	0.295918367346939	0.937704918032787	0.326454033771107	0.256242097077686
ACH-000948	107	2288	138	201	0.876005852231163	0.347402597402597	0.943116240725474	0.386980108499096	0.321587799989366
ACH-001212	79	2290	164	201	0.866495976591075	0.282142857142857	0.933170334148329	0.302103250478011	0.229401858621804
ACH-001647	105	2290	147	192	0.876005852231163	0.353535353535354	0.939679934345507	0.382513661202186	0.315421607272776
ACH-000362	105	2277	154	198	0.871250914411119	0.346534653465347	0.936651583710407	0.373665480427046	0.303562732089114
ACH-001566	89	2320	153	172	0.881126554498903	0.340996168582375	0.938131823695916	0.353876739562624	0.288771282486761
ACH-000915	108	2279	154	193	0.873079736649598	0.358803986710963	0.936703658035347	0.383658969804618	0.314230360675008
ACH-001765	97	2312	142	183	0.881126554498903	0.346428571428571	0.942135289323553	0.373795761078998	0.309759053979824
ACH-000796	98	2297	148	191	0.876005852231163	0.339100346020761	0.939468302658487	0.366355140186916	0.299314563875965
ACH-001333	90	2306	156	182	0.876371616678859	0.330882352941176	0.93663688058489	0.347490347490348	0.279827727924381
ACH-001409	91	2241	154	248	0.852962692026335	0.268436578171091	0.935699373695198	0.311643835616438	0.235546478460902
ACH-001412	89	2319	148	178	0.880760790051207	0.333333333333333	0.940008107012566	0.353174603174603	0.2883780758864
ACH-000714	92	2308	155	179	0.877834674469642	0.339483394833948	0.937068615509541	0.355212355212355	0.288275213153116
ACH-000421	86	2306	184	158	0.874908558888076	0.352459016393443	0.926104417670683	0.334630350194553	0.266205154599871
ACH-000739	87	2298	150	199	0.872348207754206	0.304195804195804	0.938725490196078	0.332695984703633	0.264223149931602
ACH-001332	98	2252	158	226	0.859546452084857	0.302469135802469	0.934439834024896	0.337931034482759	0.262840265355883
ACH-001048	100	2295	156	183	0.876005852231163	0.353356890459364	0.936352509179927	0.371057513914657	0.30294014284098
ACH-000459	118	2243	148	225	0.86356986100951	0.34402332361516	0.93810121288164	0.38752052545156	0.315329288345608
ACH-000244	82	2283	160	209	0.865032918800293	0.281786941580756	0.934506753990995	0.307692307692308	0.234839089018551
ACH-000858	100	2289	161	184	0.873811265544989	0.352112676056338	0.934285714285714	0.36697247706422	0.297358579275469
ACH-000542	90	2305	161	178	0.876005852231163	0.335820895522388	0.934712084347121	0.346820809248555	0.278585769807007
ACH-001529	102	2288	136	208	0.874177029992685	0.329032258064516	0.943894389438944	0.372262773722628	0.306960381684369
ACH-000272	101	2301	148	184	0.878566203365033	0.354385964912281	0.939567170273581	0.378277153558052	0.312199389191953
ACH-000684	94	2263	165	212	0.862106803218727	0.30718954248366	0.932042833607908	0.332743362831858	0.257553540608945
ACH-000365	116	2255	144	219	0.867227505486467	0.346268656716418	0.939974989578991	0.389915966386555	0.319953497084489
ACH-001500	101	2287	138	208	0.873445501097293	0.326860841423948	0.943092783505155	0.368613138686131	0.302614719864776
ACH-000809	98	2289	158	189	0.873079736649598	0.341463414634146	0.935431140171639	0.360957642725599	0.291341072537995
ACH-000896	103	2290	156	185	0.875274323335772	0.357638888888889	0.936222403924775	0.376599634369287	0.308055786847
ACH-000793	110	2282	134	208	0.874908558888076	0.345911949685535	0.94453642384106	0.391459074733096	0.326615196263886
ACH-000334	107	2265	155	207	0.867593269934162	0.340764331210191	0.935950413223141	0.371527777777778	0.299729803387
ACH-000769	100	2276	146	212	0.869056327724945	0.320512820512821	0.939719240297275	0.3584229390681	0.289156144784929
ACH-000855	106	2270	161	197	0.869056327724945	0.34983498349835	0.933772110242698	0.371929824561403	0.29990981415698
ACH-001550	102	2279	164	189	0.870885149963424	0.350515463917526	0.93286942284077	0.366247755834829	0.294897789443557
ACH-001454	97	2292	161	184	0.873811265544989	0.345195729537367	0.934366082348145	0.359925788497217	0.290398659596491
ACH-000905	95	2297	162	180	0.874908558888076	0.345454545454545	0.934119560797072	0.357142857142857	0.288146262996725
ACH-000760	93	2327	157	157	0.885149963423555	0.372	0.936795491143317	0.372	0.308795491143317
ACH-000943	117	2271	125	221	0.873445501097293	0.346153846153846	0.947829716193656	0.403448275862069	0.340677226687786
ACH-000681	87	2304	162	181	0.87454279444038	0.324626865671642	0.934306569343066	0.336557059961315	0.267601901938427
ACH-000335	93	2281	162	198	0.868324798829554	0.319587628865979	0.933688088415882	0.340659340659341	0.268592219708712
ACH-001532	88	2287	148	211	0.868690563277249	0.294314381270903	0.939219712525667	0.328971962616822	0.259527361155125
ACH-001496	115	2300	141	178	0.883321141185077	0.392491467576792	0.942236788201557	0.418943533697632	0.355418017997171
ACH-001415	102	2273	147	212	0.868690563277249	0.32484076433121	0.939256198347107	0.36234458259325	0.292666519938755
ACH-001205	83	2306	156	189	0.873811265544989	0.305147058823529	0.93663688058489	0.324853228962818	0.256225117029374
ACH-000336	100	2270	154	210	0.866861741038771	0.32258064516129	0.936468646864686	0.354609929078014	0.2829351245639
ACH-000552	93	2296	150	195	0.873811265544989	0.322916666666667	0.938675388389207	0.350282485875706	0.282201306027946
ACH-000601	105	2296	141	192	0.878200438917337	0.353535353535354	0.942141977841609	0.386740331491713	0.321537238504307
ACH-000406	119	2257	143	215	0.869056327724945	0.356287425149701	0.940416666666667	0.399328859060403	0.330086308699647
ACH-001523	98	2287	162	187	0.872348207754206	0.343859649122807	0.933850551245406	0.359633027522936	0.28928248049152
ACH-000576	88	2294	155	197	0.871250914411119	0.308771929824561	0.936708860759494	0.333333333333333	0.263599350163648
ACH-000411	93	2307	146	188	0.877834674469642	0.330960854092527	0.940481043620057	0.357692307692308	0.291839848704764
ACH-000711	102	2316	144	172	0.884418434528164	0.372262773722628	0.941463414634146	0.392307692307692	0.329231110159136
ACH-000633	103	2288	132	211	0.87454279444038	0.328025477707006	0.945454545454545	0.375227686703097	0.311086421986479
ACH-000721	99	2296	139	200	0.876005852231163	0.331103678929766	0.942915811088296	0.368715083798883	0.30335821598081
ACH-000878	94	2316	150	174	0.881492318946598	0.350746268656716	0.939172749391727	0.3671875	0.302375118436107
ACH-000528	97	2291	156	190	0.873445501097293	0.337979094076655	0.936248467511238	0.359259259259259	0.290065042360833
ACH-001522	89	2307	160	178	0.876371616678859	0.333333333333333	0.935143899473044	0.344961240310078	0.27700320771077
ACH-000361	93	2298	158	185	0.87454279444038	0.334532374100719	0.935667752442997	0.351606805293006	0.282811396785692
ACH-000773	84	2300	160	190	0.871982443306511	0.306569343065693	0.934959349593496	0.324324324324324	0.254399924960541
ACH-000450	101	2277	135	221	0.869787856620337	0.313664596273292	0.944029850746269	0.362007168458781	0.295780425418201
ACH-000604	95	2279	144	216	0.868324798829554	0.305466237942122	0.940569541890219	0.345454545454545	0.276580110142969
ACH-000367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ACH-000827	78	2326	173	157	0.879297732260424	0.331914893617021	0.930772308923569	0.320987654320988	0.254994465388589
ACH-001838	83	2302	173	176	0.872348207754206	0.32046332046332	0.93010101010101	0.322330097087379	0.251875599088211
ACH-000630	92	2288	151	203	0.870519385515728	0.311864406779661	0.938089380893809	0.342007434944238	0.272512626673385
ACH-000148	90	2314	158	172	0.879297732260424	0.343511450381679	0.936084142394822	0.352941176470588	0.286568729143887
ACH-001192	87	2324	156	167	0.881858083394294	0.34251968503937	0.937096774193548	0.35010060362173	0.285243285505915
ACH-000005	107	2281	141	205	0.873445501097293	0.342948717948718	0.941783649876135	0.382142857142857	0.315228012334696
ACH-001354	89	2307	150	188	0.876371616678859	0.32129963898917	0.938949938949939	0.344961240310078	0.278034232621998
ACH-001745	98	2302	149	185	0.877834674469642	0.346289752650177	0.939208486332109	0.369811320754717	0.30337650086419
ACH-000658	110	2273	138	213	0.871616678858815	0.340557275541796	0.942762339278308	0.385288966725044	0.318419830243433
ACH-001737	96	2233	157	248	0.851865398683248	0.27906976744186	0.934309623430962	0.321608040201005	0.244206376722365
ACH-000307	105	2309	142	178	0.882955376737381	0.371024734982332	0.942064463484292	0.39622641509434	0.332695241230793
ACH-000764	94	2282	141	217	0.869056327724945	0.302250803858521	0.941807676434173	0.344322344322344	0.2764609175388
ACH-000938	119	2256	134	225	0.868690563277249	0.34593023255814	0.943933054393305	0.398659966499162	0.331739924655785
ACH-000646	102	2238	142	252	0.855888807607901	0.288135593220339	0.940336134453782	0.341137123745819	0.269046897649669
ACH-000511	81	2321	163	169	0.878566203365033	0.324	0.934380032206119	0.327935222672065	0.261222247314305
ACH-001346	77	2303	183	171	0.870519385515728	0.310483870967742	0.926387771520515	0.303149606299213	0.23190117676018
ACH-000753	115	2281	127	211	0.876371616678859	0.352760736196319	0.947259136212625	0.404929577464789	0.342298787970916
ACH-000653	101	2294	153	186	0.876005852231163	0.35191637630662	0.937474458520637	0.373382624768946	0.305562466480471
ACH-001814	100	2259	156	219	0.862838332114119	0.313479623824451	0.935403726708074	0.347826086956522	0.274270513813353
ACH-000045	109	2257	156	212	0.865398683247988	0.339563862928349	0.935350186489847	0.372013651877133	0.299119433851974
ACH-000263	96	2255	152	231	0.859912216532553	0.293577981651376	0.936850851682592	0.333913043478261	0.260358847177585
ACH-000983	118	2298	129	189	0.883686905632773	0.384364820846906	0.946847960444994	0.425992779783394	0.364774771619844
ACH-000914	112	2263	141	218	0.868690563277249	0.339393939393939	0.94134775374376	0.384219554030875	0.31561488245177
ACH-000768	114	2278	135	207	0.874908558888076	0.355140186915888	0.944053046000829	0.4	0.334749605295205
ACH-000547	94	2261	163	216	0.861375274323336	0.303225806451613	0.932755775577558	0.331569664902998	0.256386821334152
ACH-000311	95	2305	140	194	0.877834674469642	0.328719723183391	0.942740286298569	0.362595419847328	0.297767403425916
ACH-000738	97	2306	152	179	0.878931967812729	0.351449275362319	0.938161106590724	0.36952380952381	0.303247156060251
ACH-001211	89	2294	153	198	0.871616678858815	0.310104529616725	0.937474458520637	0.33648393194707	0.267171429828624
ACH-000120	78	2329	162	165	0.880395025603511	0.320987654320988	0.934965877157768	0.322981366459627	0.257393325624864
ACH-000887	91	2314	157	172	0.87966349670812	0.346007604562738	0.936462970457305	0.356164383561644	0.290008721279475
ACH-000433	83	2291	162	198	0.868324798829554	0.295373665480427	0.933958418263351	0.315589353612167	0.243821085650388
ACH-000881	90	2305	145	194	0.876005852231163	0.316901408450704	0.940816326530612	0.346820809248555	0.280523635630998
ACH-000833	102	2301	138	193	0.878931967812729	0.345762711864407	0.943419434194342	0.381308411214953	0.317054950806081
ACH-000953	105	2297	138	194	0.878566203365033	0.351170568561873	0.943326488706365	0.387453874538745	0.322980301694182
ACH-000053	100	2306	148	180	0.880029261155816	0.357142857142857	0.939690301548492	0.378787878787879	0.313366311590146
ACH-000153	87	2257	157	233	0.857351865398683	0.271875	0.934962717481359	0.308510638297872	0.233226970941502
ACH-000481	85	2313	154	182	0.87710314557425	0.318352059925094	0.937576003242805	0.33596837944664	0.268982415922285
ACH-000262	96	2270	161	207	0.865398683247988	0.316831683168317	0.933772110242698	0.342857142857143	0.269570192877467
ACH-000331	82	2292	167	193	0.868324798829554	0.298181818181818	0.932086213908093	0.312977099236641	0.240722336790256
ACH-000832	104	2267	148	215	0.867227505486467	0.326018808777429	0.93871635610766	0.364273204903678	0.293808518132072
ACH-000851	120	2256	122	236	0.869056327724945	0.337078651685393	0.948696383515559	0.40133779264214	0.338589517922047
ACH-000402	99	2251	148	236	0.859546452084857	0.295522388059701	0.938307628178408	0.34020618556701	0.26745542907315
ACH-000255	86	2313	154	181	0.877468910021946	0.322097378277154	0.937576003242805	0.339250493096647	0.272404196294062
ACH-000926	84	2305	159	186	0.873811265544989	0.311111111111111	0.935470779220779	0.327485380116959	0.258507656673557
ACH-001408	78	2318	158	180	0.876371616678859	0.302325581395349	0.936187399030695	0.315789473684211	0.248281850704852
ACH-000763	103	2287	145	199	0.874177029992685	0.341059602649007	0.940378289473684	0.374545454545455	0.307178930238647
ACH-000872	94	2302	151	187	0.876371616678859	0.334519572953737	0.938442723196086	0.357414448669202	0.290207816989228
ACH-000403	94	2289	177	174	0.871616678858815	0.350746268656716	0.928223844282238	0.348794063079777	0.277590602839857
ACH-001740	88	2294	157	195	0.871250914411119	0.31095406360424	0.9359445124439	0.333333333333333	0.263322499061407
ACH-000673	75	2339	164	156	0.882955376737381	0.324675324675325	0.934478625649221	0.319148936170213	0.255187867405974
ACH-000096	78	2288	183	185	0.865398683247988	0.296577946768061	0.92594091460947	0.297709923664122	0.223279455349889
ACH-001369	87	2278	150	219	0.865032918800293	0.284313725490196	0.938220757825371	0.320441988950276	0.249344003243961
ACH-000906	92	2285	163	194	0.869422092172641	0.321678321678322	0.933415032679739	0.340110905730129	0.268459955772119
ACH-000732	92	2275	165	202	0.865764447695684	0.312925170068027	0.932377049180328	0.333938294010889	0.260399706682552
ACH-000315	95	2275	160	204	0.866861741038771	0.317725752508361	0.93429158110883	0.342960288808664	0.270462548327443
ACH-000113	108	2278	150	198	0.872713972201902	0.352941176470588	0.938220757825371	0.382978723404255	0.314003491521997
ACH-000932	114	2295	128	197	0.881126554498903	0.366559485530547	0.947172926124639	0.412296564195298	0.3506990484557
ACH-000496	88	2297	155	194	0.872348207754206	0.312056737588652	0.936786296900489	0.335238095238095	0.265962419521782
ACH-001053	89	2301	151	193	0.874177029992685	0.315602836879433	0.938417618270799	0.340996168582375	0.273023249638475
ACH-000988	87	2332	151	164	0.88478419897586	0.346613545816733	0.939186467982279	0.355828220858896	0.292736379256461
ACH-000222	102	2273	151	208	0.868690563277249	0.329032258064516	0.937706270627063	0.36234458259325	0.291849708081288
ACH-000713	109	2284	132	209	0.875274323335772	0.342767295597484	0.945364238410596	0.389982110912343	0.325824063636546
ACH-000339	112	2286	142	194	0.87710314557425	0.366013071895425	0.941515650741351	0.4	0.333985828959085
ACH-000663	93	2277	155	209	0.866861741038771	0.30794701986755	0.936266447368421	0.338181818181818	0.266549863096306
ACH-000557	94	2295	177	168	0.873811265544989	0.358778625954198	0.928398058252427	0.352720450281426	0.282883231349318
ACH-000018	89	2288	161	196	0.869422092172641	0.312280701754386	0.93425888117599	0.332710280373832	0.261371168488633
ACH-000605	90	2309	150	185	0.877468910021946	0.327272727272727	0.938999593330622	0.349514563106796	0.283020431715644
ACH-001306	79	2330	167	158	0.881126554498903	0.333333333333333	0.933119743692431	0.32712215320911	0.262006124048123
ACH-000251	103	2261	153	217	0.864667154352597	0.321875	0.936619718309859	0.357638888888889	0.285249349151147
ACH-000190	102	2280	148	204	0.871250914411119	0.333333333333333	0.939044481054366	0.366906474820144	0.297927769407679
ACH-000326	117	2304	124	189	0.885515727871251	0.382352941176471	0.948929159802306	0.427787934186472	0.368394693382806
ACH-000880	97	2270	148	219	0.865764447695684	0.306962025316456	0.938792390405294	0.345811051693405	0.275091726549384
ACH-000654	97	2303	149	185	0.877834674469642	0.343971631205674	0.939233278955954	0.367424242424242	0.301018248426241
ACH-000187	112	2288	125	209	0.877834674469642	0.348909657320872	0.948197264815582	0.401433691756272	0.339907309008483
ACH-000829	100	2297	143	194	0.876737381126555	0.340136054421769	0.941393442622951	0.37243947858473	0.306480242256646
ACH-000960	108	2295	144	187	0.878931967812729	0.366101694915254	0.940959409594096	0.394881170018282	0.329337024137263
ACH-000036	81	2299	174	180	0.870519385515728	0.310344827586207	0.929640113222806	0.313953488372093	0.2424978813333
ACH-000591	82	2312	166	174	0.875640087783467	0.3203125	0.933010492332526	0.325396825396825	0.256961962538775
ACH-000294	101	2282	149	202	0.871616678858815	0.333333333333333	0.938708350473056	0.365280289330922	0.296280758522975
ACH-000794	83	2275	162	214	0.862472567666423	0.279461279461279	0.933524825605252	0.306273062730627	0.232039419509059
ACH-000596	87	2280	172	195	0.865764447695684	0.308510638297872	0.929853181076672	0.321626617375231	0.247564084298396
ACH-000232	81	2312	164	177	0.875274323335772	0.313953488372093	0.933764135702746	0.3220675944334	0.253540059898336
ACH-000488	99	2295	149	191	0.875640087783467	0.341379310344828	0.939034369885434	0.368029739776952	0.300657744023146
ACH-000320	103	2277	144	210	0.870519385515728	0.329073482428115	0.940520446096654	0.367857142857143	0.299428615029459
ACH-000993	73	2323	169	169	0.876371616678859	0.301652892561983	0.932182985553772	0.301652892561983	0.233835878115756
ACH-000288	94	2296	154	190	0.874177029992685	0.330985915492958	0.937142857142857	0.353383458646617	0.284845412762878
ACH-000804	104	2274	142	214	0.869787856620337	0.327044025157233	0.941225165562914	0.368794326241135	0.300566159780989
ACH-000463	78	2338	164	154	0.883686905632773	0.336206896551724	0.93445243804956	0.329113924050633	0.265539389806234
ACH-000295	100	2272	152	210	0.867593269934162	0.32258064516129	0.937293729372937	0.355871886120996	0.284845558981108
ACH-000606	94	2292	160	188	0.872713972201902	0.333333333333333	0.934747145187602	0.350746268656716	0.280871244395864
